Date,Time,Longitude,Latitude,Group,Quadrat size,Vegetation type,Quadrat #,Tallest tree,Foliage cover,Ground cover,Litter depth,Small trees,Shrub size,Shrub count,Tree Species Name,Tree Species DBH,Acacia Dominant,Angophora Dominant,Araucaria Dominant,Banksia Dominant,Callitris Dominant,Casuarina Dominant,Eucalyptus Dominant,Lophostemon Dominant,Melaleuca Dominant,Syncarpia Dominant,area,Basal Area,Frequency,Density,Relative Basal Area,Relative Frequency,Relative Density,Relative Importance,Week,Group color,Spider Hole,Spider Hole Density
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.901273885,1,0.0025,NA,0.04,0.04,NA,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.20382166,4,0.01,NA,0.17,0.17,NA,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.901273885,1,0.0025,NA,0.04,0.04,NA,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.025477707,1,0.0025,NA,0.04,0.04,NA,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0025,NA,0.04,0.04,NA,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Spider Heaven Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
27/06/2015,1:03:27 PM,NA,NA,Wallum Heath Blue,20x20,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,blue,NA,NA
28/06/2015,1:59:47 PM,NA,NA,yellow,10x10m,,1,20,0.15,0.05,10,NA,2-8m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,2:01:20 PM,NA,NA,yellow,10x10m,,2,20,0.35,0.02,8,NA,2-8m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,2:02:26 PM,NA,NA,yellow,10x10m,,3,20,0.02,0.03,15,NA,2-8m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,2:03:37 PM,NA,NA,yellow,10x10m,,4,20,0.5,0.07,10,NA,2-8m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,10:38:40 AM,NA,NA,green scribbly gum,20x20m,,1,NA,0.48,0.85,5,NA,NA,NA,,NA,No,No,No,No,No,No,No,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,10:42:01 AM,NA,NA,green scribbly gum,20x20m,,2,NA,0.55,0.7,4,NA,NA,NA,,NA,No,No,No,No,No,No,No,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,10:45:47 AM,NA,NA,green scribbly gum,20x20m,,3,NA,0.6,0.75,10,NA,NA,NA,,NA,No,No,No,No,No,No,No,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,10:47:35 AM,NA,NA,green scribbly gum,20x20m,,4,NA,0.65,0.55,12,NA,NA,NA,,NA,No,No,No,No,No,No,No,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02866242,9,0.0225,NA,0.3,0.16,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43630573,4,0.01,NA,0.13,0.07,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.02,NA,0.27,0.14,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.95541401,4,0.04,NA,0.13,0.28,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.07961783,4,0.04,NA,0.13,0.28,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.837579618,1,0.01,NA,0.03,0.07,NA,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,green scribbly gum,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,10:45:29 AM,NA,NA,yellow,20x20m,,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,1,8,0.55,0.45,18,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,25,0.0625
28/06/2015,6:05:58 PM,NA,NA,green spider heaven,20x20m,NA,2,8,0.65,0.25,14,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,25,0.0625
28/06/2015,6:06:18 PM,NA,NA,green spider heaven,20x20m,NA,3,8,0.66,0.05,20,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,25,0.0625
28/06/2015,6:06:37 PM,NA,NA,green spider heaven,20x20m,NA,4,8,0.55,0.19,14,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,25,0.0625
28/06/2015,10:38:40 AM,NA,NA,green scribbly gum,20x20m,NA,1,9,0.48,0.85,5,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,1,0.0025
28/06/2015,10:42:01 AM,NA,NA,green scribbly gum,20x20m,NA,2,9,0.55,0.7,4,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,1,0.0025
28/06/2015,10:45:47 AM,NA,NA,green scribbly gum,20x20m,NA,3,9,0.6,0.75,10,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,1,0.0025
28/06/2015,10:47:35 AM,NA,NA,green scribbly gum,20x20m,NA,4,9,0.65,0.55,12,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,green,1,0.0025
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.35350318,16,0.04,NA,0.31,0.31,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Ericaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29617834,4,0.01,NA,0.08,0.08,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0477707,2,0.005,NA,0.04,0.04,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.67834395,5,0.0125,NA,0.1,0.1,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90764331,4,0.01,NA,0.08,0.08,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02866242,9,0.0225,NA,0.18,0.18,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43630573,4,0.01,NA,0.08,0.08,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Ericaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94267516,3,0.0075,NA,0.06,0.06,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.01,NA,0.08,0.08,NA,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
