"Date","Time","group","Transect","Zone","Points within Zone","distance on tape","Latitude","Longitude","quarter","species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"3/07/2015","12:47:37 PM","one","Seaward","20-40m","Point 1","27","","","quarter 4","Avicennia marina","3.1","5.1","79",""
"3/07/2015","12:49:17 PM","one","Seaward","20-40m","Point 2","3.2","-25.44807754","152.98765111","to next Transect point","","","","",""
"3/07/2015","12:49:42 PM","one","Seaward","20-40m","Point 2","35.5","-25.44807751","152.98765131","to next Transect point","","","","",""
"3/07/2015","12:50:42 PM","one","Seaward","20-40m","Point 2","35.5","","","quarter 1","Rhizophora stylosa","3.2","1.4","10",""
"3/07/2015","12:51:33 PM","one","Seaward","20-40m","Point 2","35.5","","","quarter 2","Rhizophora stylosa","2.2","2.3","11",""
"3/07/2015","12:53:03 PM","one","Seaward","20-40m","Point 2","35.5","","","quarter 3","Avicennia marina","2.1","2","25",""
"3/07/2015","12:56:51 PM","one","Seaward","20-40m","Point 2","35.5","","","to next Transect point","","","","",""
"3/07/2015","12:57:55 PM","one","Seaward","20-40m","Point 2","35.5","","","quarter 4","Rhizophora stylosa","2.9","1.3","9",""
"3/07/2015","1:00:43 PM","one","Seaward","40-60m","Point 1","47","","","to next Transect point","","","","",""
"3/07/2015","1:02:25 PM","one","Seaward","40-60m","Point 1","47","","","quarter 1","Avicennia marina","1.5","0.3","4.5",""
"3/07/2015","1:04:36 PM","one","Seaward","40-60m","Point 1","47","","","quarter 2","Avicennia marina","1.6","0.5","4",""
"3/07/2015","1:04:53 PM","one","Seaward","40-60m","Point 1","47","","","quarter 3","Avicennia marina","2.3","0.5","7",""
"3/07/2015","1:05:44 PM","one","Seaward","40-60m","Point 1","47","","","quarter 4","Avicennia marina","1","0.8","6",""
"3/07/2015","1:07:44 PM","one","Seaward","40-60m","Point 2","50","","","to next Transect point","","","","",""
"3/07/2015","1:08:17 PM","one","Seaward","40-60m","Point 2","50","","","quarter 1","Avicennia marina","1.2","0.8","10",""
"3/07/2015","1:10:26 PM","one","Seaward","40-60m","Point 2","50","","","quarter 2","Avicennia marina","1.5","0.4","5",""
"3/07/2015","1:12:09 PM","one","Seaward","40-60m","Point 2","50","","","quarter 3","Avicennia marina","2","2","24",""
"3/07/2015","1:12:39 PM","one","Seaward","40-60m","Point 2","50","","","quarter 4","Avicennia marina","1.6","0.5","6",""
"3/07/2015","10:17:04 AM","spoon","","","","","","","","","","","",""
"3/07/2015","10:24:25 AM","spoon","","","","","-25.44799505","152.98941652","","","","","",""
"3/07/2015","10:25:43 AM","spoon","","","","","","","","","","","",""
"3/07/2015","10:26:03 AM","spoon","","","","","-25.44819042","152.98921482","","","","","",""
"3/07/2015","10:27:19 AM","spoon","Landward-Creek","80-100m","Point 1","91","-25.44813973","152.98914831","","","","","",""
"3/07/2015","10:31:16 AM","spoon","Landward-Creek","80-100m","Point 1","91","","","quarter 1","Ceriops australis","0.9","0.4","4",""
"3/07/2015","10:34:17 AM","spoon","Landward-Creek","80-100m","Point 1","91","","","quarter 2","Avicennia marina","0.7","0.8","4.5",""
"3/07/2015","10:35:29 AM","spoon","Landward-Creek","80-100m","Point 1","91","","","quarter 3","Ceriops australis","1.1","0.9","8",""
"3/07/2015","10:36:42 AM","spoon","Landward-Creek","80-100m","Point 1","91","","","quarter 4","Ceriops australis","0.8","0.6","4",""
"3/07/2015","10:38:52 AM","spoon","Landward-Creek","80-100m","Point 2","96.3","-25.44801162","152.98910477","to next Transect point","","","","",""
"3/07/2015","10:40:23 AM","spoon","Landward-Creek","80-100m","Point 2","96.3","","","quarter 1","Ceriops australis","0.9","0.3","2",""
"3/07/2015","10:42:05 AM","spoon","Landward-Creek","80-100m","Point 2","96.3","","","quarter 3","Ceriops australis","1.5","1.9","11",""
"3/07/2015","10:45:42 AM","spoon","Landward-Creek","80-100m","Point 2","96.3","","","quarter 3","Osbornia octodonta","2.3","0.7","10",""
"3/07/2015","10:47:18 AM","spoon","Landward-Creek","80-100m","Point 2","96.3","","","quarter 4","Ceriops australis","4.4","0.6","5",""
"3/07/2015","10:47:37 AM","spoon","Landward-Creek","60-80m","Point 3","69","-25.44814485","152.98932245","to next Transect point","","","","",""
"3/07/2015","10:49:08 AM","spoon","Landward-Creek","60-80m","Point 3","69","","","quarter 1","Avicennia marina","1.7","0.2","6",""
"3/07/2015","10:50:02 AM","spoon","Landward-Creek","60-80m","Point 3","69","","","quarter 2","Avicennia marina","1.3","0.2","2",""
"3/07/2015","10:51:18 AM","spoon","Landward-Creek","60-80m","Point 3","69","","","quarter 3","Ceriops australis","1.7","0.4","4",""
"3/07/2015","10:52:15 AM","spoon","Landward-Creek","60-80m","Point 3","69","","","quarter 4","Avicennia marina","1.9","0.4","4",""
"3/07/2015","10:53:00 AM","spoon","Landward-Creek","40-60m","Point 1","52","-25.44820603","152.98944646","to next Transect point","","","","",""
"3/07/2015","10:53:48 AM","spoon","Landward-Creek","40-60m","Point 1","52","","","quarter 1","Ceriops australis","0.8","0.3","4.5",""
"3/07/2015","10:54:46 AM","spoon","Landward-Creek","40-60m","Point 1","52","","","quarter 2","Osbornia octodonta","0.4","0.5","7",""
"3/07/2015","10:56:11 AM","spoon","Landward-Creek","40-60m","Point 1","52","","","quarter 3","Ceriops australis","0.4","1.1","8",""
"3/07/2015","10:56:51 AM","spoon","Landward-Creek","40-60m","Point 1","52","","","quarter 4","Osbornia octodonta","0.8","0.5","5",""
"3/07/2015","10:57:39 AM","spoon","Landward-Creek","40-60m","Point 2","43.3","-25.44825831","152.9895434","to next Transect point","","","","",""
"3/07/2015","10:59:08 AM","spoon","Landward-Creek","40-60m","Point 2","43.3","","","quarter 1","Ceriops australis","0.9","1.1","8",""
"3/07/2015","11:00:35 AM","spoon","Landward-Creek","40-60m","Point 2","43.3","","","quarter 2","Ceriops australis","0.5","1.2","7",""
"3/07/2015","11:01:15 AM","spoon","Landward-Creek","40-60m","Point 2","43.3","","","quarter 3","Osbornia octodonta","0.5","0.3","1",""
"3/07/2015","11:02:17 AM","spoon","Landward-Creek","40-60m","Point 2","43.3","","","quarter 4","Ceriops australis","1","0.7","16",""
"3/07/2015","11:05:08 AM","spoon","Landward-Creek","20-40m","Point 3","30.8","-25.44832524","152.98965508","to next Transect point","","","","",""
"3/07/2015","11:06:20 AM","spoon","Landward-Creek","20-40m","Point 3","30.8","","","quarter 1","Osbornia octodonta","0.5","0.4","1.5",""
"3/07/2015","11:09:30 AM","spoon","Landward-Creek","20-40m","Point 3","30.8","","","quarter 2","Avicennia marina","0.3","0.2","8",""
"3/07/2015","11:10:35 AM","spoon","Landward-Creek","20-40m","Point 3","30.8","","","quarter 3","Osbornia octodonta","0.5","0.4","3",""
"3/07/2015","11:11:56 AM","spoon","Landward-Creek","20-40m","Point 3","30.8","","","quarter 4","Ceriops australis","0.4","0.5","1.5",""
"3/07/2015","11:13:30 AM","spoon","Landward-Creek","0-20m","Point 1","11","-25.44839208","152.9898095","to next Transect point","","","","",""
"3/07/2015","11:14:45 AM","spoon","Landward-Creek","0-20m","Point 1","11","","","quarter 1","Osbornia octodonta","0.6","0.7","3",""
"3/07/2015","11:16:35 AM","spoon","Landward-Creek","0-20m","Point 1","11","","","quarter 2","Avicennia marina","1","0.6","2.5",""
"3/07/2015","11:17:09 AM","spoon","Landward-Creek","0-20m","Point 1","11","","","quarter 3","Ceriops australis","0.5","0.6","2.5",""
"3/07/2015","11:18:44 AM","spoon","Landward-Creek","0-20m","Point 1","11","","","quarter 4","Osbornia octodonta","1","0.8","8",""
"3/07/2015","11:19:51 AM","spoon","Landward-Creek","0-20m","Point 2","3","-25.44846243","152.98984514","to next Transect point","","","","",""
"3/07/2015","11:21:44 AM","spoon","Landward-Creek","0-20m","Point 2","3","","","quarter 1","Ceriops australis","0.4","0.6","2.5",""
"3/07/2015","11:23:10 AM","spoon","Landward-Creek","0-20m","Point 2","3","","","quarter 2","Ceriops australis","0.4","1.4","11",""
"3/07/2015","11:25:05 AM","spoon","Landward-Creek","0-20m","Point 2","3","","","quarter 3","Ceriops australis","0.9","0.9","12",""
"3/07/2015","11:26:38 AM","spoon","Landward-Creek","0-20m","Point 2","3","","","quarter 4","Ceriops australis","0.6","0.9","11",""
"3/07/2015","7:22:40 AM","dfghffg","","","","","","","","","","","",""
"3/07/2015","7:22:55 AM","dfghffg","","","","","","","","","","","",""
"3/07/2015","7:23:14 AM","dfghffg","Seaward","20-40m","Point 2","55","","","","","","","",""
"3/07/2015","7:23:29 AM","dfghffg","Seaward","20-40m","Point 2","55","","","quarter 1","Aegiceras corniculatum","5","1","25",""
"3/07/2015","7:23:34 AM","dfghffg","Seaward","20-40m","Point 2","55","","","quarter 2","Aegiceras corniculatum","2","","",""
"3/07/2015","7:23:43 AM","dfghffg","Seaward","20-40m","Point 2","55","","","quarter 2","Aegiceras corniculatum","","5","23",""
"3/07/2015","12:23:52 PM","bell","","","","","","","","","","","",""
"3/07/2015","12:24:01 PM","bell","","","","","-25.44781748","152.98742587","","","","","",""
"3/07/2015","12:34:47 PM","bell","Seaward","0-20m","Point 1","10.7","-25.44790191","152.98751432","","","","","",""
"3/07/2015","12:35:42 PM","bell","Seaward","0-20m","Point 1","10.7","","","quarter 1","Avicennia marina","0.6","5","57",""
"3/07/2015","12:36:30 PM","bell","Seaward","0-20m","Point 1","10.7","","","quarter 2","Avicennia marina","1.2","4.5","49",""
"3/07/2015","12:38:27 PM","bell","Seaward","0-20m","Point 1","10.7","","","quarter 3","Avicennia marina","1.8","5","200",""
"3/07/2015","12:39:19 PM","bell","Seaward","0-20m","Point 1","10.7","","","quarter 4","Avicennia marina","2.1","1.4","11",""
"3/07/2015","12:39:59 PM","bell","Seaward","0-20m","Point 1","10.7","","","quarter 4","Avicennia marina","2.1","1.4","11",""
"3/07/2015","12:41:51 PM","bell","Seaward","20-40m","Point 2","24","-25.44792233","152.98762344","to next Transect point","","","","",""
"3/07/2015","12:42:51 PM","bell","Seaward","20-40m","Point 2","24","","","quarter 1","Avicennia marina","0.7","1.8","11",""
"3/07/2015","12:47:13 PM","bell","","","","","","","","","","","",""
"3/07/2015","12:47:18 PM","bell","","","","","-25.44797296","152.98782328","","","","","",""
"3/07/2015","12:48:11 PM","bell","Seaward","20-40m","Point 2","24","-25.44797293","152.9878234","","","","","",""
"3/07/2015","12:49:19 PM","bell","Seaward","20-40m","Point 2","24","","","quarter 2","Avicennia marina","2","3.2","1",""
"3/07/2015","12:50:28 PM","bell","Seaward","20-40m","Point 2","24","","","quarter 3","Rhizophora stylosa","3.3","2.2","12",""
"3/07/2015","12:51:19 PM","bell","Seaward","20-40m","Point 2","24","","","quarter 4","Rhizophora stylosa","4.2","3.7","15",""
"3/07/2015","12:52:11 PM","bell","Seaward","20-40m","Point 1","29","-25.44791224","152.98769814","to next Transect point","","","","",""
"3/07/2015","12:52:39 PM","bell","Seaward","20-40m","Point 1","29","","","quarter 1","Rhizophora stylosa","1","1.3","16",""
"3/07/2015","12:53:24 PM","bell","Seaward","20-40m","Point 1","29","","","quarter 2","Avicennia marina","1","3","103",""
"3/07/2015","12:53:56 PM","bell","Seaward","20-40m","Point 1","29","","","quarter 3","Rhizophora stylosa","1.9","2","18",""
"3/07/2015","12:54:25 PM","bell","Seaward","20-40m","Point 1","29","","","quarter 4","Rhizophora stylosa","1.2","2.7","22",""
"3/07/2015","12:55:53 PM","bell","Seaward","40-60m","Point 1","44","-25.44797716","152.98781278","to next Transect point","","","","",""
"3/07/2015","12:56:25 PM","bell","Seaward","40-60m","Point 1","44","","","quarter 1","Rhizophora stylosa","1.2","1.3","9",""
"3/07/2015","12:57:31 PM","bell","Seaward","40-60m","Point 1","44","","","quarter 2","Rhizophora stylosa","2","1.4","9",""
"3/07/2015","12:58:29 PM","bell","Seaward","40-60m","Point 1","44","","","quarter 3","Rhizophora stylosa","1.7","0.7","7",""
"3/07/2015","12:59:16 PM","bell","Seaward","40-60m","Point 1","44","","","quarter 4","Avicennia marina","1.9","2.5","98",""
"3/07/2015","12:23:51 PM","taco","","","","","","","","","","","",""
"3/07/2015","12:25:48 PM","taco","","","","","-25.44777473","152.98746847","","","","","",""
"3/07/2015","12:27:08 PM","taco","Seaward","0-20m","Point 1","2","-25.44772732","152.98745451","","","","","",""
"3/07/2015","12:29:01 PM","taco","Seaward","0-20m","Point 1","2","","","quarter 1","Rhizophora stylosa","1.4","2.3","12",""
"3/07/2015","12:31:04 PM","taco","Seaward","0-20m","Point 1","2","","","quarter 2","Rhizophora stylosa","2.3","2.8","10.5",""
"3/07/2015","12:31:41 PM","taco","Seaward","0-20m","Point 1","2","","","quarter 3","Rhizophora stylosa","1.1","2.3","13",""
"3/07/2015","12:32:39 PM","taco","Seaward","0-20m","Point 1","2","","","quarter 4","Rhizophora stylosa","1.1","2.1","15",""
"3/07/2015","12:34:57 PM","taco","Seaward","0-20m","Point 2","14.7","-25.44776577","152.98765457","to next Transect point","","","","",""
"3/07/2015","12:36:08 PM","taco","Seaward","0-20m","Point 2","14.7","","","quarter 1","Rhizophora stylosa","1.7","3","26",""
"3/07/2015","12:36:57 PM","taco","Seaward","0-20m","Point 2","14.7","","","quarter 2","Avicennia marina","1.6","2.7","15.5",""
"3/07/2015","12:37:58 PM","taco","Seaward","0-20m","Point 2","14.7","","","quarter 3","Rhizophora stylosa","1.7","2.8","12.5",""
"3/07/2015","12:39:09 PM","taco","Seaward","0-20m","Point 2","14.7","","","quarter 3","Rhizophora stylosa","2.7","4.2","33",""
"3/07/2015","12:40:21 PM","taco","Seaward","20-40m","Point 1","29.5","-25.44781247","152.98758204","to next Transect point","","","","",""
"3/07/2015","12:41:57 PM","taco","Seaward","20-40m","Point 1","29.5","","","quarter 1","Rhizophora stylosa","1.4","2.6","22",""
"3/07/2015","12:42:44 PM","taco","Seaward","20-40m","Point 1","29.5","","","quarter 2","Rhizophora stylosa","1.5","1.9","18",""
"3/07/2015","12:43:24 PM","taco","Seaward","20-40m","Point 1","29.5","","","quarter 3","Rhizophora stylosa","1.3","1","8.5",""
"3/07/2015","12:44:42 PM","taco","Seaward","20-40m","Point 1","29.5","","","quarter 4","Rhizophora stylosa","1.5","1.2","8.5",""
"3/07/2015","12:47:11 PM","taco","Seaward","40-60m","Point 1","45.5","-25.44794669","152.98787852","to next Transect point","","","","",""
"3/07/2015","12:48:34 PM","taco","Seaward","40-60m","Point 1","45.5","","","quarter 1","Avicennia marina","3.2","1.2","17.5",""
"3/07/2015","12:49:48 PM","taco","Seaward","40-60m","Point 1","45.5","","","quarter 2","Rhizophora stylosa","0.7","1.1","7",""
"3/07/2015","12:50:47 PM","taco","Seaward","40-60m","Point 1","45.5","","","quarter 3","Rhizophora stylosa","2.4","1.2","8",""
"3/07/2015","12:51:40 PM","taco","Seaward","40-60m","Point 1","45.5","","","quarter 4","Rhizophora stylosa","1.5","1.2","7.5",""
"3/07/2015","12:52:24 PM","taco","Seaward","40-60m","Point 2","55.2","-25.44795774","152.98800094","to next Transect point","","","","",""
"3/07/2015","12:53:34 PM","taco","Seaward","40-60m","Point 2","55.2","","","quarter 1","Avicennia marina","1.4","0.6","7.5",""
"3/07/2015","12:54:36 PM","taco","Seaward","40-60m","Point 2","55.2","","","quarter 2","Avicennia marina","1.2","1","10",""
"3/07/2015","12:55:40 PM","taco","Seaward","40-60m","Point 2","55.2","","","quarter 3","Avicennia marina","2.5","1","8",""
"3/07/2015","12:56:30 PM","taco","Seaward","40-60m","Point 2","55.2","","","quarter 4","Avicennia marina","1.1","0.7","6.5",""
"3/07/2015","10:26:25 AM","fork","","","","","","","","","","","",""
"3/07/2015","10:35:09 AM","fork","Landward-Creek","80-100m","Point 3","84","-25.44836691","152.98909122","","","","","",""
"3/07/2015","10:38:25 AM","fork","Landward-Creek","80-100m","Point 3","84","","","quarter 1","Avicennia marina","1.5","0.3","5.5",""
"3/07/2015","10:41:56 AM","fork","Landward-Creek","80-100m","Point 3","84","","","quarter 2","Avicennia marina","1.2","0.3","5.5",""
"3/07/2015","10:44:38 AM","fork","Landward-Creek","80-100m","Point 3","84","","","quarter 3","Ceriops australis","0.6","0.2","3",""
"3/07/2015","10:46:17 AM","fork","Landward-Creek","80-100m","Point 3","84","","","quarter 4","Avicennia marina","1.7","0.5","8",""
"3/07/2015","10:47:56 AM","fork","Landward-Creek","60-80m","Point 1","69","-25.44831947","152.98933905","to next Transect point","","","","",""
"3/07/2015","10:50:22 AM","fork","Landward-Creek","60-80m","Point 1","69","","","quarter 1","Ceriops australis","1.3","1.3","10",""
"3/07/2015","10:51:32 AM","fork","Landward-Creek","60-80m","Point 1","69","","","quarter 2","Ceriops australis","0.4","0.3","3.5",""
"3/07/2015","10:53:45 AM","fork","Landward-Creek","60-80m","Point 1","69","","","quarter 3","Ceriops australis","1.2","0.2","4",""
"3/07/2015","10:55:57 AM","fork","Landward-Creek","60-80m","Point 1","69","","","quarter 4","Avicennia marina","1.5","0.6","7",""
"3/07/2015","10:57:12 AM","fork","Landward-Creek","60-80m","Point 2","74.5","-25.4482938","152.98918859","to next Transect point","","","","",""
"3/07/2015","10:59:32 AM","fork","Landward-Creek","60-80m","Point 2","74.5","","","quarter 1","Ceriops australis","1.1","1.3","9",""
"3/07/2015","11:00:26 AM","fork","Landward-Creek","60-80m","Point 2","74.5","","","quarter 2","Lumnitzera racemosa","0.9","1.2","7",""
"3/07/2015","11:01:11 AM","fork","Landward-Creek","60-80m","Point 2","74.5","","","quarter 3","Ceriops australis","1.2","0.7","5.5",""
"3/07/2015","11:05:57 AM","fork","Landward-Creek","60-80m","Point 2","74.5","","","quarter 4","Ceriops australis","1.4","0.5","10",""
"3/07/2015","11:07:05 AM","fork","Landward-Creek","40-60m","Point 3","57","-25.44823199","152.98940947","to next Transect point","","","","",""
"3/07/2015","11:09:30 AM","fork","Landward-Creek","40-60m","Point 3","57","","","quarter 1","Ceriops australis","0.9","0.5","6",""
"3/07/2015","11:10:39 AM","fork","Landward-Creek","40-60m","Point 3","57","","","quarter 2","Osbornia octodonta","0.7","0.5","2.5",""
"3/07/2015","11:11:08 AM","fork","Landward-Creek","40-60m","Point 3","57","","","quarter 3","Ceriops australis","0.4","0.4","2",""
"3/07/2015","11:11:45 AM","fork","Landward-Creek","40-60m","Point 3","57","","","quarter 4","Osbornia octodonta","0.3","0.2","1",""
"3/07/2015","11:12:50 AM","fork","Landward-Creek","20-40m","Point 1","35.4","-25.44826681","152.98964085","to next Transect point","","","","",""
"3/07/2015","11:13:16 AM","fork","Landward-Creek","20-40m","Point 1","35.4","","","quarter 1","Osbornia octodonta","0.9","0.7","5",""
"3/07/2015","11:14:16 AM","fork","Landward-Creek","20-40m","Point 1","35.4","","","quarter 2","Ceriops australis","0.7","0.2","3",""
"3/07/2015","11:15:19 AM","fork","Landward-Creek","20-40m","Point 1","35.4","","","quarter 3","Ceriops australis","0.6","0.3","3",""
"3/07/2015","11:15:46 AM","fork","Landward-Creek","20-40m","Point 1","35.4","","","quarter 4","Osbornia octodonta","0.5","0.2","1",""
"3/07/2015","11:16:35 AM","fork","Landward-Creek","20-40m","Point 2","29","-25.44835141","152.98987044","to next Transect point","","","","",""
"3/07/2015","11:17:05 AM","fork","Landward-Creek","20-40m","Point 2","29","","","quarter 1","Osbornia octodonta","0.8","0.5","4",""
"3/07/2015","11:18:01 AM","fork","Landward-Creek","20-40m","Point 2","29","","","quarter 2","Ceriops australis","0.8","0.6","6",""
"3/07/2015","11:18:54 AM","fork","Landward-Creek","20-40m","Point 2","29","","","quarter 3","Ceriops australis","1.3","0.7","10",""
"3/07/2015","11:19:22 AM","fork","Landward-Creek","20-40m","Point 2","29","","","quarter 4","Ceriops australis","0.8","0.9","9",""
"3/07/2015","11:20:36 AM","fork","Landward-Creek","0-20m","Point 3","8","-25.44844428","152.98963335","to next Transect point","","","","",""
"3/07/2015","11:21:17 AM","fork","Landward-Creek","0-20m","Point 3","8","","","quarter 1","Ceriops australis","0.2","0.5","5",""
"3/07/2015","11:21:51 AM","fork","Landward-Creek","0-20m","Point 3","8","","","quarter 2","Ceriops australis","0.4","0.3","6",""
"3/07/2015","11:22:45 AM","fork","Landward-Creek","0-20m","Point 3","8","","","quarter 3","Ceriops australis","0.5","0.5","2.5",""
"3/07/2015","11:23:34 AM","fork","Landward-Creek","0-20m","Point 3","8","","","quarter 4","Ceriops australis","0.7","0.8","5",""
