Date,Time,group,Latitude,Longitude,location notes,zonal point,Intertidal zone,TapePoint,quarter,Distance from point,Height,Circumference,stems,Bud 1 Live,Bud 1 Dead,Bud 2 Live,Bud 2 Dead,Bud 3 Live,Bud 3 Dead,Leaf,leaf distorted ?,% of leaf missing,number of Mines,number of Galls
27/06/2015,1:25:36 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 1,TRUE,,,TRUE,,TRUE,Leaf 5,TRUE,10,0,2
27/06/2015,1:25:47 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 1,TRUE,,,TRUE,,TRUE,Leaf 5,TRUE,0,,
27/06/2015,1:25:59 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 1,TRUE,,,TRUE,,TRUE,Leaf 5,TRUE,10,0,2
27/06/2015,1:26:16 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 1,TRUE,,,TRUE,,TRUE,Leaf 6,,0,0,0
27/06/2015,1:27:13 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 1,,0,4,0
27/06/2015,1:27:33 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 2,,0,10,0
27/06/2015,1:27:44 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 3,,0,0,0
27/06/2015,1:27:59 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 4,,5,3,0
27/06/2015,1:28:07 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 5,,0,0,0
27/06/2015,1:28:21 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 2,TRUE,,TRUE,,TRUE,,Leaf 6,,0,3,0
27/06/2015,1:28:51 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 1,,0,2,0
27/06/2015,1:29:02 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 2,,0,0,6
27/06/2015,1:29:16 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 3,,0,2,1
27/06/2015,1:29:40 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 4,,0,0,10
27/06/2015,1:30:12 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 4,,0,0,12
27/06/2015,1:30:26 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 5,,0,1,0
27/06/2015,1:30:48 PM,derek,,,,Landward - Creek,Low,7.2,quarter 1,0.1,1.2,20,stem 3,,TRUE,TRUE,,,TRUE,Leaf 6,TRUE,15,2,5
27/06/2015,1:31:28 PM,derek,,,,,,,,,,,,,,,,,,,,,,
27/06/2015,1:31:34 PM,derek,-25.44887417,152.9894809,,,,,,,,,,,,,,,,,,,,
27/06/2015,1:32:16 PM,derek,-25.44887441,152.9894809,,Landward - Creek,Low,7,,,,,,,,,,,,,,,,
27/06/2015,1:34:36 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 1,,0,4,30
27/06/2015,1:34:50 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 2,TRUE,40,1,7
27/06/2015,1:35:07 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 3,,5,2,3
27/06/2015,1:35:23 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 4,,5,2,0
27/06/2015,1:36:13 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 5,TRUE,10,3,0
27/06/2015,1:36:30 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 4,,,,,,,Leaf 6,TRUE,10,1,0
27/06/2015,1:36:57 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 1,,0,0,5
27/06/2015,1:37:07 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 2,,5,0,5
27/06/2015,1:37:22 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 3,,2,0,0
27/06/2015,1:37:39 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 4,,0,4,32
27/06/2015,1:37:48 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 5,,0,0,0
27/06/2015,1:38:01 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 5,,TRUE,,TRUE,,TRUE,Leaf 6,TRUE,3,1,0
27/06/2015,1:38:52 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 1,,2,1,0
27/06/2015,1:39:03 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 2,,0,1,10
27/06/2015,1:39:14 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 3,,3,2,0
27/06/2015,1:39:21 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 4,,0,0,0
27/06/2015,1:39:36 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 5,,0,0,15
27/06/2015,1:39:47 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 6,TRUE,,TRUE,,TRUE,,Leaf 6,,2,0,0
27/06/2015,1:40:13 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 1,,0,2,0
27/06/2015,1:40:16 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 2,,0,0,0
27/06/2015,1:40:26 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 3,,0,0,13
27/06/2015,1:40:43 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 4,,2,4,0
27/06/2015,1:40:52 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 5,,0,5,0
27/06/2015,1:41:06 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 5,,0,0,0
27/06/2015,1:41:14 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 7,TRUE,,TRUE,,,TRUE,Leaf 6,,0,0,0
27/06/2015,1:41:59 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 1,,0,2,3
27/06/2015,1:42:10 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 2,,0,0,12
27/06/2015,1:42:26 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 3,,0,1,7
27/06/2015,1:42:31 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 4,,0,0,0
27/06/2015,1:42:36 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 5,,0,0,0
27/06/2015,1:42:51 PM,derek,,,,Landward - Creek,Low,7,quarter 1,0.1,1.1,20,stem 8,TRUE,,TRUE,,TRUE,,Leaf 6,,5,1,0
27/06/2015,1:44:38 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 1,,0,0,0
27/06/2015,1:44:52 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 2,,15,2,2
27/06/2015,1:45:07 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 3,,10,5,0
27/06/2015,1:45:29 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 4,,5,0,40
27/06/2015,1:45:37 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 5,,0,0,0
27/06/2015,1:45:40 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 1,,TRUE,,TRUE,,TRUE,Leaf 6,,0,0,0
27/06/2015,1:46:37 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 1,,50,2,0
27/06/2015,1:46:45 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 2,,0,0,3
27/06/2015,1:46:54 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 4,,0,0,13
27/06/2015,1:47:00 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 4,,0,1,0
27/06/2015,1:47:09 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 5,,0,2,6
27/06/2015,1:47:15 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 2,TRUE,,,TRUE,,TRUE,Leaf 6,,0,0,0
27/06/2015,1:48:05 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 1,,0,3,8
27/06/2015,1:48:46 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 2,,0,0,25
27/06/2015,1:49:04 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 3,,0,3,0
27/06/2015,1:49:11 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 4,,0,6,0
27/06/2015,1:49:35 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 5,TRUE,39,2,5
27/06/2015,1:49:58 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 3,TRUE,,TRUE,,,TRUE,Leaf 6,,0,0,27
27/06/2015,1:50:37 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 1,,0,0,15
27/06/2015,1:50:59 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 2,,0,4,15
27/06/2015,1:51:12 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 3,,0,3,13
27/06/2015,1:51:22 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 4,,5,2,3
27/06/2015,1:51:40 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 5,,2,5,7
27/06/2015,1:52:04 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 4,TRUE,,,,,,Leaf 6,,0,1,15
27/06/2015,1:52:51 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 1,,0,0,0
27/06/2015,1:52:54 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 2,,0,0,0
27/06/2015,1:52:56 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 3,,0,0,
27/06/2015,1:53:00 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 4,,0,0,0
27/06/2015,1:53:04 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 3,,0,0,0
27/06/2015,1:53:22 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 5,,0,0,11
27/06/2015,1:53:37 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 5,,,TRUE,,,,Leaf 6,TRUE,45,0,5
27/06/2015,1:54:02 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 1,,0,0,0
27/06/2015,1:54:17 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 2,,0,0,1
27/06/2015,1:54:26 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 3,,0,0,0
27/06/2015,1:54:33 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 4,,15,0,0
27/06/2015,1:54:55 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 5,,0,4,0
27/06/2015,1:55:03 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.5,0.7,15,stem 6,,,TRUE,,,,Leaf 6,,0,0,5
27/06/2015,1:56:16 PM,derek,,,,,,,,,,,,,,,,,,,,,,
27/06/2015,1:56:20 PM,derek,-25.44887695,152.9894541,,,,,,,,,,,,,,,,,,,,
27/06/2015,1:56:32 PM,derek,-25.44887695,152.989454,,Landward - Creek,Low,7,,,,,,,,,,,,,,,,
27/06/2015,1:57:31 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 1,,0,3,0
27/06/2015,1:57:41 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 2,,0,3,10
27/06/2015,1:57:54 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 3,TRUE,0,0,23
27/06/2015,1:58:13 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 4,TRUE,0,0,30
27/06/2015,1:58:25 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 4,,0,7,0
27/06/2015,1:58:40 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 5,,5,0,6
27/06/2015,1:58:56 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 7,,TRUE,,,,,Leaf 5,TRUE,50,2,0
27/06/2015,1:59:29 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 1,,0,1,3
27/06/2015,1:59:32 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 2,,0,0,0
27/06/2015,1:59:35 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 3,,0,0,0
27/06/2015,1:59:58 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 4,TRUE,2,0,18
27/06/2015,2:00:01 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 5,,0,0,0
27/06/2015,2:00:05 PM,derek,,,,Landward - Creek,Low,7,quarter 2,0.4,0.7,15,stem 8,,,,,TRUE,,Leaf 6,,0,0,0
27/06/2015,2:01:18 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 1,,,4,
27/06/2015,2:01:28 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 2,,,,7
27/06/2015,2:01:37 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 3,,,4,
27/06/2015,2:01:52 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 4,,,,13
27/06/2015,2:02:12 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 5,,5,3,
27/06/2015,2:02:22 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 1,,TRUE,,,,,Leaf 6,,,6,
27/06/2015,2:02:55 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 3,TRUE,,,,,,Leaf 2,,50,,
27/06/2015,2:03:13 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 3,TRUE,,,,,,Leaf 3,,,1,
27/06/2015,2:03:19 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 3,TRUE,,,,,,Leaf 4,,,,
27/06/2015,2:03:30 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 3,TRUE,,,,,,Leaf 5,,,3,
27/06/2015,2:03:33 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 3,TRUE,,,,,,Leaf 6,,,,
27/06/2015,2:04:15 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 2,,,TRUE,,,,Leaf 1,,,3,
27/06/2015,2:04:25 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 2,,,TRUE,,,,Leaf 2,,,8,
27/06/2015,2:04:42 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 2,,,TRUE,,,,Leaf 4,,,1,
27/06/2015,2:04:53 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 2,,,TRUE,,,,Leaf 5,,,6,
27/06/2015,2:04:57 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 2,,,TRUE,,,,Leaf 6,,,2,
27/06/2015,2:05:25 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 1,,,,7
27/06/2015,2:05:39 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 2,,,10,
27/06/2015,2:05:48 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 3,,,,11
27/06/2015,2:05:59 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 4,,,3,5
27/06/2015,2:06:09 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 5,,,3,
27/06/2015,2:06:23 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 4,TRUE,,,,,,Leaf 6,TRUE,15,1,
27/06/2015,2:06:40 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 1,,,1,
27/06/2015,2:06:49 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 2,TRUE,,3,
27/06/2015,2:07:03 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 3,TRUE,15,1,
27/06/2015,2:07:09 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 4,,,4,
27/06/2015,2:07:16 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 5,,,6,
27/06/2015,2:07:21 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 5,,TRUE,,,,,Leaf 6,,,2,
27/06/2015,2:07:41 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 1,,,,
27/06/2015,2:07:43 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 2,,,,
27/06/2015,2:07:47 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 3,,,,
27/06/2015,2:07:53 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 4,,,,
27/06/2015,2:08:00 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 5,,,1,
27/06/2015,2:08:02 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 6,TRUE,,,,,,Leaf 6,,,,
27/06/2015,2:09:04 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 1,,,2,
27/06/2015,2:09:11 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 2,,,1,
27/06/2015,2:09:14 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 3,,,1,
27/06/2015,2:09:16 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 4,,,,
27/06/2015,2:09:22 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 5,TRUE,,,
27/06/2015,2:09:24 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 7,TRUE,,,,,,Leaf 6,TRUE,,,
27/06/2015,2:09:45 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 1,,,4,
27/06/2015,2:09:51 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 2,,,1,
27/06/2015,2:09:56 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 3,,,3,
27/06/2015,2:10:05 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 4,,,,6
27/06/2015,2:10:11 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 5,,,1,3
27/06/2015,2:10:18 PM,derek,,,,Landward - Creek,Low,7,quarter 3,1.5,0.7,17,stem 8,TRUE,,,,,,Leaf 6,,,1,
27/06/2015,2:11:47 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 1,,,1,
27/06/2015,2:11:58 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 2,,5,2,
27/06/2015,2:12:06 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 3,,,2,
27/06/2015,2:12:10 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 4,,,2,
27/06/2015,2:12:15 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 5,,,,
27/06/2015,2:12:16 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 1,,,TRUE,,,,Leaf 6,,,,
27/06/2015,2:12:38 PM,derek,,,,Landward - Creek,Low,7,quarter 4,2,0.6,7,stem 2,,,TRUE,,,,Leaf 1,TRUE,70,,
