"Date","Time","Longitude","Latitude","Group","Quadrat size","Vegetation type","Quadrat #","Tallest tree","Foliage cover","Ground cover","Litter depth","Small trees","Shrub size","Shrub count","Spider Hole","Tree Species Name","Tree Species DBH","Acacia Dominant","Angophora Dominant","Araucaria Dominant","Banksia Dominant","Callitris Dominant","Casuarina Dominant","Eucalyptus Dominant","Lophostemon Dominant","Melaleuca Dominant","Syncarpia Dominant","area","Basal Area","Frequency","Density","Relative Basal Area","Relative Frequency","Relative Density","Relative Importance","Week","Group color"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.01,NA,0.08,0.08,NA,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Acacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lophostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Melaleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green spider heaven","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Acacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Casuarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lophostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Melaleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Syncarpia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
"28/06/2015","6:05:09 PM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 1","green"
