Date,Time,group,Latitude,Longitude,location notes,zonal point,Intertidal zone,TapePoint,quarter,Distance from point,Height,Circumference,stems,Bud 1 Live,Bud 1 Dead,Bud 2 Live,Bud 2 Dead,Bud 3 Live,Bud 3 Dead,Leaf,leaf distorted ?,% of leaf missing,number of Mines,number of Galls
5/07/15,10:55:17 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 7,TRUE,,TRUE,,TRUE,,Leaf 3,,30,0,0
5/07/15,10:55:29 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 7,TRUE,,TRUE,,TRUE,,Leaf 4,TRUE,60,0,0
5/07/15,10:56:13 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 7,TRUE,,TRUE,,TRUE,,Leaf 5,TRUE,50,1,0
5/07/15,10:56:34 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 7,TRUE,,TRUE,,TRUE,,Leaf 6,TRUE,45,0,0
5/07/15,10:57:23 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 1,TRUE,30,0,0
5/07/15,10:57:36 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 2,TRUE,20,0,0
5/07/15,10:57:49 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 3,,5,0,0
5/07/15,10:57:57 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 4,,0,0,0
5/07/15,10:58:11 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 5,,40,0,0
5/07/15,10:58:21 am,boots,,,,Landward - Creek,High,100,quarter 1,0.8,0.8,8,stem 8,,TRUE,TRUE,,,,Leaf 6,,50,0,0
5/07/15,11:00:49 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 1,,0,0,0
5/07/15,11:00:55 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 2,,0,0,0
5/07/15,11:01:00 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 3,,0,0,0
5/07/15,11:01:16 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 4,TRUE,20,0,0
5/07/15,11:01:33 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 5,,30,0,0
5/07/15,11:01:43 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 1,,TRUE,TRUE,,TRUE,,Leaf 6,,0,0,0
5/07/15,11:02:17 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 1,,0,0,0
5/07/15,11:02:25 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 2,,0,0,0
5/07/15,11:02:37 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 3,TRUE,0,0,0
5/07/15,11:02:48 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 4,,0,0,0
5/07/15,11:02:55 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 5,,0,0,0
5/07/15,11:03:09 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 2,TRUE,,,TRUE,,TRUE,Leaf 6,,1,0,0
5/07/15,11:03:43 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 1,,0,0,0
5/07/15,11:03:55 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 2,,1,0,0
5/07/15,11:04:03 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 3,,0,0,0
5/07/15,11:04:13 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 4,,2,0,0
5/07/15,11:04:29 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 5,TRUE,3,0,0
5/07/15,11:04:43 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 3,TRUE,,TRUE,,,TRUE,Leaf 6,TRUE,5,0,0
5/07/15,11:05:45 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 1,TRUE,5,0,2
5/07/15,11:06:05 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 2,TRUE,25,0,3
5/07/15,11:06:49 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 3,,1,1,0
5/07/15,11:07:00 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 4,,2,0,0
5/07/15,11:07:16 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 5,,10,0,0
5/07/15,11:07:28 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 4,TRUE,,TRUE,,TRUE,,Leaf 6,,1,0,0
5/07/15,11:08:05 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 1,,0,0,0
5/07/15,11:08:11 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 2,,0,0,0
5/07/15,11:08:21 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 3,TRUE,15,0,0
5/07/15,11:08:46 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 4,,10,0,0
5/07/15,11:09:02 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 5,,15,1,0
5/07/15,11:09:14 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 5,TRUE,,TRUE,,TRUE,,Leaf 6,,2,0,0
5/07/15,11:10:05 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 1,,0,1,0
5/07/15,11:10:16 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 2,,0,0,0
5/07/15,11:10:24 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 3,,1,0,0
5/07/15,11:10:38 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 4,,25,0,0
5/07/15,11:10:51 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 5,TRUE,10,0,0
5/07/15,11:11:08 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 6,TRUE,,,TRUE,TRUE,,Leaf 6,,0,0,0
5/07/15,11:11:48 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 7,TRUE,,TRUE,,TRUE,,Leaf 1,,0,0,0
5/07/15,11:11:53 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 7,TRUE,,TRUE,,TRUE,,Leaf 2,,0,0,0
5/07/15,11:12:05 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 7,TRUE,,TRUE,,TRUE,,Leaf 3,TRUE,75,0,0
5/07/15,11:12:16 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 7,TRUE,,TRUE,,TRUE,,Leaf 4,,25,0,0
5/07/15,11:12:29 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 7,TRUE,,TRUE,,TRUE,,Leaf 6,TRUE,10,0,0
5/07/15,11:12:58 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 1,,40,0,0
5/07/15,11:13:05 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 2,TRUE,10,0,0
5/07/15,11:13:17 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 3,,5,0,0
5/07/15,11:13:26 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 4,,20,0,0
5/07/15,11:13:37 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 5,,5,0,0
5/07/15,11:13:49 am,boots,,,,Landward - Creek,High,100,quarter 2,1,0.8,10,stem 8,,TRUE,TRUE,,TRUE,,Leaf 6,,5,0,0
5/07/15,11:23:16 am,boots,-25.44769892,152.9902296,,Landward - Creek,Low,0,return to transect point,1,0.8,10,return>quarter,,TRUE,TRUE,,TRUE,,return to stem,,,,
5/07/15,11:27:26 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 1,,1,0,0
5/07/15,11:27:43 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 2,,1,0,0
5/07/15,11:27:56 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 3,,50,0,0
5/07/15,11:28:09 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 4,TRUE,20,0,0
5/07/15,11:28:19 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 5,TRUE,10,0,0
5/07/15,11:28:30 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 1,,TRUE,,TRUE,TRUE,,Leaf 6,,0,0,0
5/07/15,11:29:00 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 1,,0,0,0
5/07/15,11:29:08 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 2,,0,0,0
5/07/15,11:29:14 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 3,,0,0,0
5/07/15,11:29:21 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 4,,0,0,0
5/07/15,11:29:32 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 5,,30,0,0
5/07/15,11:29:46 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 2,TRUE,,,,,,Leaf 6,,80,0,0
5/07/15,11:30:41 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 3,,TRUE,,,,,Leaf 1,,2,0,0
5/07/15,11:30:51 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 3,,TRUE,,,,,Leaf 2,,5,0,0
5/07/15,11:31:12 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 3,,TRUE,,,,,Leaf 3,TRUE,8,1,0
5/07/15,11:31:30 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 3,,TRUE,,,,,Leaf 5,,10,0,1
5/07/15,11:31:48 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 3,,TRUE,,,,,Leaf 6,,20,0,0
5/07/15,11:32:49 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 1,,1,1,0
5/07/15,11:32:56 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 2,TRUE,0,0,0
5/07/15,11:33:11 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 3,TRUE,20,0,0
5/07/15,11:33:24 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 4,,5,0,0
5/07/15,11:33:42 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 5,,6,0,0
5/07/15,11:33:59 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 4,,TRUE,,TRUE,,TRUE,Leaf 6,TRUE,15,0,4
5/07/15,11:35:19 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 1,TRUE,5,0,0
5/07/15,11:35:34 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 2,TRUE,5,0,2
5/07/15,11:35:46 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 3,,15,0,0
5/07/15,11:35:54 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 4,TRUE,3,0,0
5/07/15,11:36:10 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 5,TRUE,20,0,0
5/07/15,11:36:24 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 5,TRUE,,,TRUE,TRUE,,Leaf 6,TRUE,10,0,0
5/07/15,11:36:53 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 1,,0,0,0
5/07/15,11:36:56 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 2,,0,0,0
5/07/15,11:37:39 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 3,TRUE,20,0,0
5/07/15,11:37:48 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 4,TRUE,15,0,0
5/07/15,11:37:59 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 5,TRUE,10,0,0
5/07/15,11:38:11 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 6,TRUE,,TRUE,,,TRUE,Leaf 6,,15,0,0
5/07/15,11:39:19 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 1,,20,0,0
5/07/15,11:39:27 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 2,,15,0,0
5/07/15,11:39:36 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 3,,0,0,0
5/07/15,11:39:45 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 4,,2,0,0
5/07/15,11:40:03 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 5,,30,0,2
5/07/15,11:40:16 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 7,,TRUE,,TRUE,,,Leaf 6,TRUE,6,0,0
5/07/15,11:40:46 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 1,,10,0,0
5/07/15,11:40:54 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 2,,25,0,0
5/07/15,11:41:06 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 3,,20,0,0
5/07/15,11:41:19 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 4,,60,0,0
5/07/15,11:41:35 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 5,,30,0,0
5/07/15,11:41:44 am,boots,,,,Landward - Creek,Low,0,quarter 1,3,1.2,7,stem 8,TRUE,,,TRUE,,,Leaf 6,,20,0,0
5/07/15,11:48:26 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 1,TRUE,,TRUE,,TRUE,,Leaf 1,,0,0,0
5/07/15,11:48:32 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 1,TRUE,,TRUE,,TRUE,,Leaf 2,,0,0,0
5/07/15,11:48:39 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 1,TRUE,,TRUE,,TRUE,,Leaf 3,,0,0,0
5/07/15,11:48:45 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 1,TRUE,,TRUE,,TRUE,,Leaf 5,,0,0,0
5/07/15,11:49:00 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 1,TRUE,,TRUE,,TRUE,,Leaf 6,TRUE,4,0,2
5/07/15,11:49:31 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 1,,1,0,1
5/07/15,11:49:42 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 2,,2,0,2
5/07/15,11:49:52 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 3,TRUE,1,0,0
5/07/15,11:50:03 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 4,,2,0,2
5/07/15,11:50:16 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 5,TRUE,0,0,0
5/07/15,11:50:23 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 2,,TRUE,,TRUE,,,Leaf 6,,0,0,0
5/07/15,11:52:46 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 1,TRUE,4,0,0
5/07/15,11:52:54 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 2,,2,0,0
5/07/15,11:53:00 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 3,,0,0,0
5/07/15,11:53:09 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 4,TRUE,0,0,0
5/07/15,11:53:16 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 5,,0,0,0
5/07/15,11:53:22 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 3,TRUE,,TRUE,,TRUE,,Leaf 6,,0,0,0
5/07/15,11:54:33 am,boots,,,,Landward - Creek,Low,0,quarter 2,6,3.5,75,stem 4,TRUE,,TRUE,,TRUE,,Leaf 1,,0,0,0
