"Date","Time","Group","Transect","Zone","Points within Zone","Distance on tape (m)","Latitude","Longitude","Quarter","Species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"29/06/2015","10:30:49 AM","Cass","Landward-Creek","40-60m","Point 2",55,-25.44856724,152.98915965,"quarter 3","Lumnitzera racemosa",2.3,1.4,98,""
"29/06/2015","10:32:04 AM","Cass","Landward-Creek","40-60m","Point 2",55,-25.4485823,152.98919225,"quarter 4","Ceriops australis",2.9,0.2,3,""
"29/06/2015","10:33:22 AM","Cass","Landward-Creek","40-60m","Point 3",47,-25.4485823,152.98919225,"quarter 1","Ceriops australis",1,0.3,4,""
"29/06/2015","10:33:59 AM","Cass","Landward-Creek","40-60m","Point 3",47,-25.4485823,152.98919225,"quarter 2","Osbornia octodonta",1.7,0.1,4,""
"29/06/2015","10:34:55 AM","Cass","Landward-Creek","40-60m","Point 3",47,-25.4485823,152.98919225,"quarter 3","Ceriops australis",3,0.9,0.3,""
"29/06/2015","10:35:19 AM","Cass","Landward-Creek","40-60m","Point 3",47,-25.44849352,152.98902982,"quarter 4","Ceriops australis",2.3,0.5,14,""
"29/06/2015","10:36:27 AM","Cass","Landward-Creek","60-80m","Point 2",69,-25.44849352,152.98902982,"quarter 1","Ceriops australis",1.2,0.3,4,""
"29/06/2015","10:36:54 AM","Cass","Landward-Creek","60-80m","Point 2",69,-25.44849352,152.98902982,"quarter 2","Ceriops australis",0.9,0.6,19,""
"29/06/2015","10:37:31 AM","Cass","Landward-Creek","60-80m","Point 2",69,-25.44849352,152.98902982,"quarter 3","Ceriops australis",0.6,0.8,26,""
"29/06/2015","10:37:43 AM","Cass","Landward-Creek","60-80m","Point 2",69,-25.44841005,152.98903775,"quarter 4","Ceriops australis",1.9,0.3,4,""
"29/06/2015","10:38:33 AM","Cass","Landward-Creek","60-80m","Point 3",77,-25.44841005,152.98903775,"quarter 1","Ceriops australis",1.4,1,12,""
"29/06/2015","10:38:56 AM","Cass","Landward-Creek","60-80m","Point 3",77,-25.44841005,152.98903775,"quarter 2","Ceriops australis",1.3,0.4,9,""
"29/06/2015","10:39:11 AM","Cass","Landward-Creek","60-80m","Point 3",77,-25.44841005,152.98903775,"quarter 3","Ceriops australis",1.3,0.4,8,""
"29/06/2015","10:39:24 AM","Cass","Landward-Creek","60-80m","Point 3",77,-25.44835223,152.98889906,"quarter 4","Ceriops australis",0.8,0.3,4,""
"29/06/2015","10:40:51 AM","Cass","Landward-Creek","80-100m","Point 2",87,-25.44835223,152.98889906,"quarter 1","Ceriops australis",1.3,0.6,13,""
"29/06/2015","10:41:41 AM","Cass","Landward-Creek","80-100m","Point 2",87,-25.44835223,152.98889906,"quarter 2","Lumnitzera racemosa",1,0.6,12,""
"29/06/2015","10:42:20 AM","Cass","Landward-Creek","80-100m","Point 2",87,-25.44835223,152.98889906,"quarter 3","Lumnitzera racemosa",1,0.6,9,""
"29/06/2015","10:42:51 AM","Cass","Landward-Creek","80-100m","Point 2",87,-25.44835223,152.98889906,"quarter 3","Lumnitzera racemosa",1.3,0.8,11,""
"29/06/2015","10:43:15 AM","Cass","Landward-Creek","80-100m","Point 2",87,-25.44835223,152.98889906,"quarter 4","Ceriops australis",1.2,0.7,13,""
