"Date","Time","Group","Transect","Zone","Points within Zone","Distance on tape (m)","Latitude","Longitude","Quarter","Species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"27/06/2015","2:01:54 PM","red baron","Landward-Creek","60-80m","Point 2",73,-25.4484002,152.98923268,"quarter 4","Avicennia marina",1.3,0.5,6,""
"27/06/2015","2:03:18 PM","red baron","Landward-Creek","60-80m","Point 3",62,-25.4484002,152.98923268,"quarter 1","Ceriops australis",2.3,1,18,""
"27/06/2015","2:03:41 PM","red baron","Landward-Creek","60-80m","Point 3",62,-25.4484002,152.98923268,"quarter 2","Ceriops australis",1.6,0.4,7,""
"27/06/2015","2:04:04 PM","red baron","Landward-Creek","60-80m","Point 3",62,-25.4484002,152.98923268,"quarter 3","Ceriops australis",3.4,0.5,6,""
"27/06/2015","2:04:20 PM","red baron","Landward-Creek","60-80m","Point 3",62,-25.44829401,152.98910221,"quarter 4","Ceriops australis",1.8,0.6,6,""
"27/06/2015","2:05:29 PM","red baron","Landward-Creek","80-100m","Point 1",83,-25.44829401,152.98910221,"quarter 1","Ceriops australis",0.8,0.4,6,""
"27/06/2015","2:05:44 PM","red baron","Landward-Creek","80-100m","Point 1",83,-25.44829401,152.98910221,"quarter 2","Ceriops australis",1,0.7,6,""
"27/06/2015","2:06:12 PM","red baron","Landward-Creek","80-100m","Point 1",83,-25.44829401,152.98910221,"quarter 3","Ceriops australis",0.5,0.4,4,""
"27/06/2015","2:06:30 PM","red baron","Landward-Creek","80-100m","Point 1",83,-25.44823462,152.98898386,"quarter 4","Ceriops australis",0.5,0.6,5,""
"27/06/2015","2:08:12 PM","red baron","Landward-Creek","80-100m","Point 2",97,-25.44823462,152.98898386,"quarter 1","Avicennia marina",1,0.3,8,""
"27/06/2015","2:08:28 PM","red baron","Landward-Creek","80-100m","Point 2",97,-25.44823462,152.98898386,"quarter 2","Avicennia marina",1.4,0.5,5,""
"27/06/2015","2:08:41 PM","red baron","Landward-Creek","80-100m","Point 2",97,-25.44823462,152.98898386,"quarter 3","Ceriops australis",1.4,0.6,5,""
"27/06/2015","2:09:29 PM","red baron","Landward-Creek","80-100m","Point 2",97,-25.44827198,152.98904786,"quarter 4","Avicennia marina",1.8,0.7,7,""
"27/06/2015","2:10:33 PM","red baron","Landward-Creek","80-100m","Point 3",87,-25.44827198,152.98904786,"quarter 1","Avicennia marina",0.5,0.3,3,""
"27/06/2015","2:10:58 PM","red baron","Landward-Creek","80-100m","Point 3",87,-25.44827198,152.98904786,"quarter 2","Ceriops australis",1.2,0.9,9,""
"27/06/2015","2:11:37 PM","red baron","Landward-Creek","80-100m","Point 3",87,-25.44827198,152.98904786,"quarter 3","Avicennia marina",0.9,0.4,5,""
"27/06/2015","2:12:01 PM","red baron","Landward-Creek","80-100m","Point 3",87,-25.44827198,152.98904786,"quarter 4","Ceriops australis",1.6,0.5,8,""
