"Date","Time","Longitude","Latitude","Group","Quadrat size","Vegetation type","Quadrat #","Tallest tree","Foliage cover","Ground cover","Litter depth","Small trees","Shrub size","Shrub count","Spider Hole","Tree Species Name","Tree Species DBH","Acacia Dominant","Angophora Dominant","Araucaria Dominant","Banksia Dominant","Callitris Dominant","Casuarina Dominant","Eucalyptus Dominant","Lophostemon Dominant","Melaleuca Dominant","Syncarpia Dominant","area","Basal Area","Frequency","Density","Relative Basal Area","Relative Frequency","Relative Density","Relative Importance","Week","Group color"
"3/07/2015","12:54:32 PM",NA,NA,"green group spider heaven after sandblow","10x10m",NA,2,12,0.65,0.06,5,NA,"2-8m",NA,37,"",NA,0,0,0,1,0,1,1,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,"Week 2","green"
"3/07/2015","12:59:37 PM",NA,NA,"green group spider heaven after sandblow","10x10m",NA,3,12,0.2,0.25,7,NA,"2-8m",NA,37,"",NA,0,0,0,1,0,1,1,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,"Week 2","green"
"3/07/2015","1:03:02 PM",NA,NA,"green group spider heaven after sandblow","10x10m",NA,4,12,0.7,0.08,7,NA,"2-8m",NA,37,"",NA,0,0,0,1,0,1,1,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.423566878981,9,0.0225,0.59,0.38,0.13,0.37,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lophostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2738853503185,5,0.05,0.15,0.21,0.29,0.22,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Banksia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9171974522293,2,0.02,0.05,0.08,0.12,0.08,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Casuarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59872611464968,2,0.02,0.05,0.08,0.12,0.08,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96178343949045,1,0.01,0.05,0.04,0.06,0.05,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Banksia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0971337579618,3,0.03,0.07,0.12,0.17,0.12,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Casuarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02547770700637,1,0.01,0.02,0.04,0.06,0.04,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lophostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93630573248408,1,0.01,0.03,0.04,0.06,0.04,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Acacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Banksia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Casuarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lophostemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Melaleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Syncarpia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green scribbly gum","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Acacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Melaleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Syncarpia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"yellow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Acacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Melaleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Syncarpia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
"3/07/2015","10:05:20 AM",NA,NA,"green group spider heaven after sandblow","20x20m",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Week 2","green"
