Date,Time,group,Transect,Zone,Points within Zone,distance on tape,Latitude,Longitude,quarter,species,Distance from point (m),Height (m),Circumference (cm),point location note
30/06/2015,10:26:10 AM,emu,Landward-Creek,20-40m,Point 2,38,,,quarter 3,Osbornia octodonta,0.4,0.3,2,
30/06/2015,10:27:41 AM,emu,Landward-Creek,20-40m,Point 2,38,,,quarter 4,Osbornia octodonta,0.5,0.4,3.5,
30/06/2015,10:28:52 AM,emu,Landward-Creek,40-60m,Point 1,54,-25.44824738,152.9894974,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:29:45 AM,emu,Landward-Creek,40-60m,Point 1,54,,,quarter 1,Osbornia octodonta,0.6,0.7,12.5,
30/06/2015,10:30:38 AM,emu,Landward-Creek,40-60m,Point 1,54,,,quarter 2,Ceriops australis,0.6,0.8,10.5,
30/06/2015,10:31:42 AM,emu,Landward-Creek,40-60m,Point 1,54,,,quarter 3,Osbornia octodonta,0.9,0.4,2.8,
30/06/2015,10:33:46 AM,emu,Landward-Creek,40-60m,Point 1,54,,,quarter 4,Avicennia marina,1.4,0.7,12,
30/06/2015,10:34:40 AM,emu,Landward-Creek,60-80m,Point 2,67,-25.44821102,152.989335,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:35:28 AM,emu,Landward-Creek,60-80m,Point 2,67,,,quarter 1,Ceriops australis,0.7,0.3,4,
30/06/2015,10:36:10 AM,emu,Landward-Creek,60-80m,Point 2,67,,,quarter 2,Osbornia octodonta,0.4,0.6,4.3,
30/06/2015,10:37:01 AM,emu,Landward-Creek,60-80m,Point 2,67,,,quarter 3,Osbornia octodonta,0.4,0.2,2.8,
30/06/2015,10:37:53 AM,emu,Landward-Creek,60-80m,Point 2,67,,,quarter 4,Osbornia octodonta,0.9,0.4,3.3,
30/06/2015,10:38:04 AM,emu,Landward-Creek,60-80m,Point 2,67,-25.44821246,152.9893282,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:39:18 AM,emu,Landward-Creek,60-80m,Point 2,76,-25.4481684,152.9892702,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:41:08 AM,emu,Landward-Creek,60-80m,Point 2,76,,,quarter 1,Avicennia marina,3.1,0.6,20,
30/06/2015,10:42:08 AM,emu,Landward-Creek,60-80m,Point 2,76,,,quarter 2,Avicennia marina,1.4,0.5,13.2,
30/06/2015,10:43:33 AM,emu,Landward-Creek,60-80m,Point 2,76,,,quarter 3,Avicennia marina,0.6,0.7,50,
30/06/2015,10:44:51 AM,emu,Landward-Creek,60-80m,Point 2,76,,,quarter 4,Aegialitis annulata,1,0.4,9.5,
30/06/2015,10:47:20 AM,emu,Landward-Creek,80-100m,Point 1,83,-25.44813084,152.9892033,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:48:32 AM,emu,Landward-Creek,80-100m,Point 1,83,,,quarter 1,Ceriops australis,44,0.4,5.5,
30/06/2015,10:49:24 AM,emu,Landward-Creek,80-100m,Point 1,83,,,quarter 2,Aegialitis annulata,1.3,0.4,7,
30/06/2015,10:50:42 AM,emu,Landward-Creek,80-100m,Point 1,83,,,quarter 3,Ceriops australis,1.3,0.5,5.5,
30/06/2015,10:51:46 AM,emu,Landward-Creek,80-100m,Point 1,83,,,quarter 4,Avicennia marina,0.9,0.4,9.5,
30/06/2015,10:53:17 AM,emu,Landward-Creek,80-100m,Point 1,95,-25.44804312,152.9891498,to next Transect point,Avicennia marina,0.4,1.3,14.5,
30/06/2015,10:57:24 AM,emu,Landward-Creek,80-100m,Point 1,95,,,quarter 1,Avicennia marina,0.7,0.7,11.4,
30/06/2015,10:57:57 AM,emu,Landward-Creek,80-100m,Point 1,95,,,quarter 2,Ceriops australis,0.9,0.6,13,
30/06/2015,11:00:09 AM,emu,Landward-Creek,80-100m,Point 1,95,,,quarter 3,Osbornia octodonta,2.4,1.2,48.7,
30/06/2015,11:00:55 AM,emu,Landward-Creek,80-100m,Point 1,95,,,quarter 4,Ceriops australis,0.6,0.6,10.5,
30/06/2015,11:53:16 AM,emu,Landward-Creek,80-100m,Point 1,95,,,to next exercise,Avicennia marina,0.4,1.3,14.5,
30/06/2015,11:53:23 AM,emu,Landward-Creek,80-100m,Point 1,95,-25.44767739,152.9881536,to next exercise,Avicennia marina,0.4,1.3,14.5,
30/06/2015,11:53:51 AM,emu,Landward-Creek,80-100m,Point 1,95,,,to next exercise,Avicennia marina,0.4,1.3,14.5,
30/06/2015,11:53:59 AM,emu,Landward-Creek,80-100m,Point 1,95,-25.44767319,152.9881472,to next exercise,Avicennia marina,0.4,1.3,14.5,
30/06/2015,12:01:08 PM,blob,,,,,,,,,,,,
30/06/2015,12:01:17 PM,blob,,,,,-25.44769326,152.9875907,,,,,,
30/06/2015,12:01:47 PM,blob,,,,,,,,,,,,
30/06/2015,12:05:17 PM,blob,Seaward,0-20m,Point 1,10,-25.44767445,152.9875866,,,,,,
30/06/2015,12:07:32 PM,blob,Seaward,0-20m,Point 1,10,-25.44765857,152.9875851,quarter 1,Avicennia marina,1.1,6.4,93,
30/06/2015,12:11:13 PM,blob,Seaward,0-20m,Point 1,10,,,quarter 2,Avicennia marina,2.2,4.8,34,
30/06/2015,12:13:46 PM,blob,Seaward,0-20m,Point 1,10,-25.44766045,152.9875964,quarter 3,Rhizophora stylosa,0.9,1.1,6,
30/06/2015,12:17:16 PM,blob,,,,,,,,,,,,
30/06/2015,12:17:19 PM,blob,,,,,-25.44764904,152.9875841,,,,,,
30/06/2015,12:17:37 PM,blob,Seaward,0-20m,Point 1,10,-25.44764906,152.9875841,,,,,,
30/06/2015,12:19:17 PM,blob,Seaward,0-20m,Point 1,10,,,quarter 4,Rhizophora stylosa,2,3.2,24.5,
30/06/2015,12:21:38 PM,blob,Seaward,20-40m,Point 1,25.4,-25.44774357,152.9876764,to next Transect point,,,,,
30/06/2015,12:23:43 PM,blob,Seaward,20-40m,Point 1,25.4,,,quarter 1,Rhizophora stylosa,1.5,1.9,13,
30/06/2015,12:25:55 PM,blob,Seaward,20-40m,Point 1,25.4,,,quarter 2,Rhizophora stylosa,1.9,1.7,9,
30/06/2015,12:28:03 PM,blob,Seaward,20-40m,Point 1,25.4,,,quarter 3,Avicennia marina,1.7,4,76,
30/06/2015,12:29:06 PM,blob,Seaward,20-40m,Point 1,25.4,,,quarter 4,Rhizophora stylosa,1.4,1.5,11,
30/06/2015,12:31:27 PM,blob,Seaward,20-40m,Point 2,30.8,-25.44777106,152.9877494,to next Transect point,,,,,
30/06/2015,12:33:12 PM,blob,Seaward,20-40m,Point 2,30.8,,,quarter 1,Avicennia marina,0.9,2.4,82,
30/06/2015,12:34:05 PM,blob,Seaward,20-40m,Point 2,30.8,,,quarter 2,Rhizophora stylosa,0.7,1.4,6,
30/06/2015,12:35:56 PM,blob,Seaward,20-40m,Point 2,30.8,,,quarter 3,Avicennia marina,1.3,3.2,174,
30/06/2015,12:36:47 PM,blob,Seaward,20-40m,Point 2,30.8,,,quarter 4,Avicennia marina,1.9,1.3,9,
30/06/2015,12:38:01 PM,blob,Seaward,40-60m,Point 1,43,-25.44783799,152.9878564,to next Transect point,,,,,
30/06/2015,12:38:48 PM,blob,Seaward,40-60m,Point 1,43,,,quarter 1,Rhizophora stylosa,1.6,1.3,7,
30/06/2015,12:39:31 PM,blob,Seaward,40-60m,Point 1,43,,,quarter 2,Rhizophora stylosa,0.6,2,10,
30/06/2015,12:40:28 PM,blob,Seaward,40-60m,Point 1,43,,,quarter 3,Rhizophora stylosa,1.1,1.9,10.5,
30/06/2015,12:41:26 PM,blob,Seaward,40-60m,Point 1,43,,,quarter 4,Avicennia marina,1.1,1.6,29,
30/06/2015,12:44:54 PM,blob,Seaward,60-80m,Point 1,61,-25.44796141,152.9879766,to next Transect point,,,,,
30/06/2015,12:49:28 PM,blob,Seaward,60-80m,Point 1,61,,,quarter 1,Avicennia marina,4.6,0.8,14,
30/06/2015,12:51:23 PM,blob,Seaward,60-80m,Point 1,61,,,quarter 2,Avicennia marina,0.2,0.5,7.5,
30/06/2015,12:53:00 PM,blob,Seaward,60-80m,Point 1,61,,,quarter 3,Avicennia marina,2.2,2,46,
30/06/2015,12:54:01 PM,blob,Seaward,60-80m,Point 1,61,,,quarter 4,Avicennia marina,1.5,0.7,9,
30/06/2015,12:56:01 PM,blob,Seaward,60-80m,Point 2,55.2,-25.44792426,152.9879355,to next Transect point,,,,,
30/06/2015,12:56:43 PM,blob,Seaward,60-80m,Point 2,55.2,,,quarter 1,Avicennia marina,1.6,0.9,19,
30/06/2015,12:58:29 PM,blob,Seaward,60-80m,Point 2,55.2,,,quarter 2,Avicennia marina,1.9,1.2,17.5,
30/06/2015,12:59:48 PM,blob,Seaward,60-80m,Point 2,55.2,,,quarter 3,Avicennia marina,1.6,1.5,20,
30/06/2015,1:00:37 PM,blob,Seaward,60-80m,Point 2,55.2,,,quarter 4,Avicennia marina,0.8,0.7,8,
30/06/2015,9:47:10 AM,adidas,,,,,,,,,,,,
30/06/2015,9:47:32 AM,adidas,,,,,-25.44700374,152.9897859,,,,,,
30/06/2015,9:48:12 AM,adidas,,,,,-25.4469949,152.9897487,,,,,,
30/06/2015,10:04:03 AM,adidas,Landward-Creek,0-20m,Point 1,9.5,-25.44825878,152.9897254,,,,,,
30/06/2015,10:11:04 AM,adidas,Landward-Creek,0-20m,Point 1,9.5,,,quarter 1,Aegialitis annulata,0.5,0.4,7,
30/06/2015,10:12:16 AM,adidas,Landward-Creek,0-20m,Point 1,9.5,,,quarter 2,Osbornia octodonta,1,1.2,8,
30/06/2015,10:12:48 AM,adidas,Landward-Creek,0-20m,Point 1,9.5,,,quarter 3,Aegialitis annulata,0.4,0.7,8,
30/06/2015,10:13:30 AM,adidas,Landward-Creek,0-20m,Point 1,9.5,,,quarter 4,Ceriops australis,0.9,0.9,12,
30/06/2015,10:14:11 AM,adidas,Landward-Creek,0-20m,Point 2,13,-25.44845692,152.9898022,to next Transect point,,,,,
30/06/2015,10:15:35 AM,adidas,Landward-Creek,0-20m,Point 2,13,,,quarter 1,Ceriops australis,0.3,0.6,7,
30/06/2015,10:16:28 AM,adidas,Landward-Creek,0-20m,Point 2,13,,,quarter 2,Ceriops australis,0.3,0.6,8.5,
30/06/2015,10:17:03 AM,adidas,Landward-Creek,0-20m,Point 2,13,,,quarter 3,Osbornia octodonta,0.5,0.8,8,
30/06/2015,10:18:03 AM,adidas,Landward-Creek,0-20m,Point 2,13,,,quarter 4,Osbornia octodonta,1.1,0.9,5,
30/06/2015,10:21:56 AM,adidas,Landward-Creek,20-40m,Point 1,23,-25.4483252,152.9895874,to next Transect point,,,,,
30/06/2015,10:22:05 AM,adidas,Landward-Creek,20-40m,Point 1,23,-25.4483252,152.9895874,to next Transect point,,,,,
30/06/2015,10:25:21 AM,adidas,Landward-Creek,20-40m,Point 1,23,,,quarter 1,Osbornia octodonta,0.5,0.4,3.5,
30/06/2015,10:26:07 AM,adidas,Landward-Creek,20-40m,Point 1,23,,,quarter 2,Ceriops australis,0.8,0.7,14,
30/06/2015,10:31:07 AM,adidas,Landward-Creek,20-40m,Point 1,23,,,quarter 3,Ceriops australis,0.4,0.3,6,
30/06/2015,10:31:51 AM,adidas,Landward-Creek,20-40m,Point 1,23,,,quarter 4,Ceriops australis,0.4,0.5,5,
30/06/2015,10:40:40 AM,adidas,Landward-Creek,20-40m,Point 3,53,-25.44817665,152.9895337,to next Transect point,,,,,
30/06/2015,10:41:35 AM,adidas,Landward-Creek,20-40m,Point 3,53,,,quarter 1,Avicennia marina,0.8,0.8,20,
30/06/2015,10:43:12 AM,adidas,Landward-Creek,20-40m,Point 3,53,,,quarter 2,Avicennia marina,0.8,0.4,14.5,
30/06/2015,10:44:03 AM,adidas,Landward-Creek,20-40m,Point 3,53,,,quarter 3,Osbornia octodonta,0.9,0.2,1,
30/06/2015,10:45:48 AM,adidas,Landward-Creek,20-40m,Point 3,53,,,quarter 4,Avicennia marina,0.8,0.3,14.5,
30/06/2015,10:47:04 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,-25.44819877,152.9894591,to next Transect point,,,,,
30/06/2015,10:47:49 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,,,quarter 1,Ceriops australis,0.4,0.2,2.5,
30/06/2015,10:48:24 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,,,quarter 2,Ceriops australis,1.3,0.3,3,
30/06/2015,10:48:55 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,,,quarter 3,Osbornia octodonta,0.5,0.2,2,
30/06/2015,10:49:18 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,,,quarter 4,Osbornia octodonta,0.6,0.2,2,
30/06/2015,10:49:42 AM,adidas,Landward-Creek,40-60m,Point 2,58.3,-25.4481936,152.9894559,to next exercise,,,,,
30/06/2015,10:55:21 AM,adidas,Landward-Creek,60-80m,Point 1,64.9,-25.44819546,152.989467,to next exercise,,,,,
30/06/2015,10:56:21 AM,adidas,Landward-Creek,60-80m,Point 1,64.9,,,quarter 1,Avicennia marina,1.5,0.8,9.5,
30/06/2015,10:56:52 AM,adidas,Landward-Creek,60-80m,Point 1,64.9,,,quarter 2,Avicennia marina,1.3,0.2,2.3,
30/06/2015,10:57:46 AM,adidas,Landward-Creek,60-80m,Point 1,64.9,,,quarter 3,Avicennia marina,1,0.6,11,
30/06/2015,10:58:24 AM,adidas,Landward-Creek,60-80m,Point 1,64.9,,,quarter 4,Ceriops australis,0.9,0.4,4,
30/06/2015,10:59:28 AM,adidas,Landward-Creek,80-100m,Point 1,92.1,-25.44793563,152.9892085,to next Transect point,,,,,
30/06/2015,11:00:40 AM,adidas,Landward-Creek,80-100m,Point 1,92.1,,,quarter 1,Osbornia octodonta,0.5,0.2,1.5,
30/06/2015,11:01:07 AM,adidas,Landward-Creek,80-100m,Point 1,92.1,,,quarter 2,Ceriops australis,0.6,0.2,3,
30/06/2015,11:02:16 AM,adidas,Landward-Creek,80-100m,Point 1,92.1,,,quarter 3,Osbornia octodonta,0.6,0.7,6,
30/06/2015,11:03:05 AM,adidas,Landward-Creek,80-100m,Point 1,92.1,,,quarter 4,Ceriops australis,0.8,0.4,4.5,
30/06/2015,11:03:51 AM,adidas,Landward-Creek,80-100m,Point 2,88.5,-25.44801271,152.9891853,to next Transect point,,,,,
30/06/2015,11:05:25 AM,adidas,Landward-Creek,80-100m,Point 2,88.5,,,quarter 1,Ceriops australis,1,1,22,
30/06/2015,11:06:30 AM,adidas,Landward-Creek,80-100m,Point 2,88.5,,,quarter 2,Ceriops australis,2.1,1.1,20.5,
30/06/2015,11:07:12 AM,adidas,Landward-Creek,80-100m,Point 2,88.5,,,quarter 3,Ceriops australis,0.9,0.7,5.5,
30/06/2015,11:07:37 AM,adidas,Landward-Creek,80-100m,Point 2,88.5,,,quarter 4,Osbornia octodonta,0.9,0.4,3.5,
30/06/2015,12:08:20 PM,tues,,,,,,,,,,,,
30/06/2015,12:08:32 PM,tues,,,,,-25.44750434,152.9876285,,,,,,
30/06/2015,12:10:00 PM,tues,Seaward,0-20m,Point 1,8,-25.44749908,152.9876385,,,,,,
30/06/2015,12:15:32 PM,tues,Seaward,0-20m,Point 1,1.4,-25.44745362,152.9876836,quarter 1,Rhizophora stylosa,2.4,3,21.5,
30/06/2015,12:16:13 PM,tues,Seaward,0-20m,Point 1,1.4,,,quarter 2,Rhizophora stylosa,1.4,3,15.5,
30/06/2015,12:17:35 PM,tues,Seaward,0-20m,Point 1,1.4,,,quarter 3,Rhizophora stylosa,2.6,2.3,23,
30/06/2015,12:18:36 PM,tues,Seaward,0-20m,Point 1,1.4,,,quarter 3,Rhizophora stylosa,3.6,2.2,10,
30/06/2015,12:20:06 PM,tues,Seaward,0-20m,Point 1,14,-25.4477534,152.9875466,quarter 1,Rhizophora stylosa,2.4,3,21.5,
30/06/2015,12:21:35 PM,tues,Seaward,0-20m,Point 1,14,-25.44757021,152.9876481,quarter 1,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:22:01 PM,tues,Seaward,0-20m,Point 1,14,,,quarter 1,Rhizophora stylosa,1.8,3,18,
30/06/2015,12:22:47 PM,tues,Seaward,0-20m,Point 1,14,,,quarter 2,Rhizophora stylosa,0.7,1.8,7.5,
30/06/2015,12:23:39 PM,tues,Seaward,0-20m,Point 1,14,,,quarter 3,Rhizophora stylosa,2.2,4.5,23,
30/06/2015,12:25:11 PM,tues,Seaward,0-20m,Point 1,14,,,quarter 4,Avicennia marina,1.2,5,68,
30/06/2015,12:26:45 PM,tues,Seaward,20-40m,Point 1,29,-25.44756235,152.9879202,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:27:22 PM,tues,Seaward,20-40m,Point 1,29,,,quarter 1,Rhizophora stylosa,1.6,1.5,8,
30/06/2015,12:28:18 PM,tues,Seaward,20-40m,Point 1,29,,,quarter 2,Rhizophora stylosa,1.4,2,10,
30/06/2015,12:28:55 PM,tues,Seaward,20-40m,Point 1,29,,,quarter 3,Rhizophora stylosa,1.1,1.6,8.5,
30/06/2015,12:29:30 PM,tues,Seaward,20-40m,Point 1,29,,,quarter 4,Rhizophora stylosa,1.5,2.2,13,
30/06/2015,12:31:34 PM,tues,Seaward,20-40m,Point 2,35,-25.44759061,152.987847,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:31:57 PM,tues,Seaward,20-40m,Point 2,35,,,quarter 1,Rhizophora stylosa,1.4,1,6,
30/06/2015,12:32:49 PM,tues,Seaward,20-40m,Point 2,35,,,quarter 2,Rhizophora stylosa,2.8,2.4,20,
30/06/2015,12:33:41 PM,tues,Seaward,20-40m,Point 2,35,,,quarter 3,Rhizophora stylosa,2.3,2.3,17,
30/06/2015,12:34:16 PM,tues,Seaward,20-40m,Point 2,35,,,quarter 4,Rhizophora stylosa,1.8,2.3,18,
30/06/2015,12:35:49 PM,tues,Seaward,40-60m,Point 1,46,-25.44769225,152.9878858,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:36:13 PM,tues,Seaward,40-60m,Point 1,46,,,quarter 1,Rhizophora stylosa,0.8,1,4,
30/06/2015,12:37:54 PM,tues,Seaward,40-60m,Point 1,46,,,quarter 2,Rhizophora stylosa,0.8,1,4.5,
30/06/2015,12:39:11 PM,tues,Seaward,40-60m,Point 1,46,,,quarter 3,Rhizophora stylosa,1.6,1.5,11.5,
30/06/2015,12:39:48 PM,tues,Seaward,40-60m,Point 1,46,,,quarter 4,Rhizophora stylosa,1.3,1.2,7,
30/06/2015,12:42:13 PM,tues,Seaward,40-60m,Point 1,51,-25.44769144,152.987951,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:43:41 PM,tues,Seaward,40-60m,Point 1,51,,,quarter 1,Rhizophora stylosa,0.7,0.5,2.5,
30/06/2015,12:44:08 PM,tues,Seaward,40-60m,Point 1,51,,,quarter 2,Rhizophora stylosa,1.2,1,3.5,
30/06/2015,12:44:38 PM,tues,Seaward,40-60m,Point 1,51,,,quarter 3,Rhizophora stylosa,1.4,1.5,7.5,
30/06/2015,12:45:22 PM,tues,Seaward,40-60m,Point 1,51,,,quarter 4,Rhizophora stylosa,1.1,1.2,3.5,
30/06/2015,12:47:25 PM,tues,Seaward,60-80m,Point 1,63,-25.44783023,152.9880502,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:47:45 PM,tues,Seaward,60-80m,Point 1,63,,,quarter 1,Rhizophora stylosa,0.8,0.5,4.5,
30/06/2015,12:48:41 PM,tues,Seaward,60-80m,Point 1,63,,,quarter 2,Rhizophora stylosa,1.6,0.4,6.5,
30/06/2015,12:49:43 PM,tues,Seaward,60-80m,Point 1,63,,,quarter 3,Avicennia marina,1.1,0.3,4.5,
30/06/2015,12:50:39 PM,tues,Seaward,60-80m,Point 1,63,,,quarter 4,Avicennia marina,1.8,0.5,4.5,
30/06/2015,12:53:11 PM,tues,Seaward,80-100m,Point 2,67,-25.44778822,152.9881474,to next Transect point,Rhizophora stylosa,1.8,3,16,
30/06/2015,12:53:34 PM,tues,Seaward,80-100m,Point 2,67,,,quarter 1,Avicennia marina,1.5,0.4,6,
30/06/2015,12:54:55 PM,tues,Seaward,80-100m,Point 2,67,,,quarter 2,Avicennia marina,1.2,0.3,5.5,
30/06/2015,12:55:19 PM,tues,Seaward,80-100m,Point 2,67,,,quarter 3,Avicennia marina,1.3,0.5,5.5,
30/06/2015,12:55:52 PM,tues,Seaward,80-100m,Point 2,67,,,quarter 4,Avicennia marina,1.3,0.3,5,
30/06/2015,12:00:41 PM,blob 2,,,,,,,,,,,,
30/06/2015,12:07:33 PM,blob 2,Seaward,80-100m,Point 1,7,-25.44763244,152.9875986,,,,,,
30/06/2015,12:08:49 PM,blob 2,Seaward,80-100m,Point 1,7,,,quarter 1,Rhizophora stylosa,1.3,1.4,6,
30/06/2015,12:10:48 PM,blob 2,Seaward,80-100m,Point 1,7,,,quarter 2,Rhizophora stylosa,4.6,1.4,6,
30/06/2015,12:14:13 PM,blob 2,Seaward,80-100m,Point 1,7,,,quarter 3,Avicennia marina,4.9,4.7,185,
30/06/2015,12:15:08 PM,blob 2,Seaward,80-100m,Point 1,7,,,quarter 4,Rhizophora stylosa,3.7,2.1,8,
30/06/2015,12:16:58 PM,blob 2,Seaward,0-20m,Point 1,17,-25.44769965,152.9876546,to next Transect point,,,,,
30/06/2015,12:18:27 PM,blob 2,Seaward,0-20m,Point 1,17,,,quarter 1,Rhizophora stylosa,2.4,2.4,16,
30/06/2015,12:19:20 PM,blob 2,Seaward,0-20m,Point 1,17,,,quarter 2,Rhizophora stylosa,3.4,2.1,10,
30/06/2015,12:20:55 PM,blob 2,Seaward,0-20m,Point 1,17,,,quarter 3,Rhizophora stylosa,3.2,2.1,9,
30/06/2015,12:21:32 PM,blob 2,Seaward,0-20m,Point 1,17,,,quarter 4,Rhizophora stylosa,3.6,2.1,9,
30/06/2015,12:23:17 PM,blob 2,Seaward,20-40m,Point 3,27,-25.44770291,152.9877235,to next Transect point,,,,,
30/06/2015,12:26:07 PM,blob 2,Seaward,20-40m,Point 3,27,,,quarter 1,Rhizophora stylosa,1.9,2.1,11,
30/06/2015,12:27:03 PM,blob 2,Seaward,20-40m,Point 3,27,,,quarter 2,Rhizophora stylosa,2.5,1.4,5,
30/06/2015,12:27:44 PM,blob 2,Seaward,20-40m,Point 3,27,,,quarter 3,Rhizophora stylosa,2,0.8,3,
30/06/2015,12:28:26 PM,blob 2,Seaward,20-40m,Point 3,27,,,quarter 4,Rhizophora stylosa,1.9,3,23,
30/06/2015,12:29:25 PM,blob 2,Seaward,40-60m,Point 2,44,-25.44780509,152.9878605,to next Transect point,,,,,
30/06/2015,12:31:51 PM,blob 2,Seaward,40-60m,Point 2,44,,,quarter 1,Rhizophora stylosa,1.7,66,2,
30/06/2015,12:32:30 PM,blob 2,Seaward,40-60m,Point 2,44,,,quarter 2,Rhizophora stylosa,0.9,0.7,2,
30/06/2015,12:33:55 PM,blob 2,Seaward,40-60m,Point 2,44,,,quarter 3,Rhizophora stylosa,1.7,1.4,10,
30/06/2015,12:34:40 PM,blob 2,Seaward,40-60m,Point 2,44,,,quarter 4,Lumnitzera racemosa,1.2,0.8,2,
30/06/2015,12:35:10 PM,blob 2,Seaward,40-60m,Point 3,53,-25.44786447,152.9879449,to next Transect point,,,,,
30/06/2015,12:36:11 PM,blob 2,Seaward,40-60m,Point 3,53,,,quarter 1,Ceriops australis,0.8,0.5,5,
30/06/2015,12:38:01 PM,blob 2,Seaward,40-60m,Point 3,53,,,quarter 2,Rhizophora stylosa,2.7,0.7,5,
30/06/2015,12:38:24 PM,blob 2,Seaward,40-60m,Point 3,53,,,quarter 3,Rhizophora stylosa,2.7,0.4,4,
30/06/2015,12:39:12 PM,blob 2,Seaward,40-60m,Point 3,53,,,quarter 4,Avicennia marina,1.1,0.8,5,
30/06/2015,12:42:31 PM,blob 2,Seaward,40-60m,Point 3,63,-25.44790145,152.9880215,to next Transect point,,,,,
30/06/2015,12:43:15 PM,blob 2,Seaward,40-60m,Point 3,63,,,quarter 1,Avicennia marina,1.1,0.6,6,
30/06/2015,12:44:03 PM,blob 2,Seaward,40-60m,Point 3,63,,,quarter 2,Avicennia marina,1.6,0.6,5,
30/06/2015,12:44:42 PM,blob 2,Seaward,40-60m,Point 3,63,,,quarter 3,Avicennia marina,0.9,0.9,13,
30/06/2015,12:45:08 PM,blob 2,Seaward,40-60m,Point 3,63,,,quarter 4,Rhizophora stylosa,0.8,0.6,4,
