"Date","Time","Latitude","Longitude","Group name","Quadrat Size","Species","Family","Week","Group color"
"27/06/2015","3:48:30 PM",NA,NA,"Retrogression Red Team","16x16","Acacia leiocalyx","Fabaceae",1,"red"
"27/06/2015","3:48:30 PM",NA,NA,"Retrogression Red Team","16x16","unknown sp8","",1,"red"
"28/06/2015","9:53:25 AM",NA,NA,"GreenScrigglyGum","1x1","Lomandra obliqua","Asparagaceae",1,"green"
"28/06/2015","9:53:25 AM",NA,NA,"GreenScrigglyGum","1x1","Pteridium esculentum","Dennstaedtiaceae",1,"green"
"28/06/2015","9:57:34 AM",NA,NA,"GreenScrigglyGum","2x2","Blady grass","Poaceae",1,"green"
"28/06/2015","10:00:15 AM",NA,NA,"GreenScrigglyGum","4x2","Xylomelum salicinum","Proteaceae",1,"green"
"28/06/2015","10:08:39 AM",NA,NA,"GreenScrigglyGum","4x4","Fine, pink grass","Poaceae",1,"green"
"28/06/2015","10:16:49 AM",NA,NA,"GreenScrigglyGum","8x4","Angophora leiocarpa","Myrtaceae",1,"green"
"28/06/2015","10:16:49 AM",NA,NA,"GreenScrigglyGum","8x4","Commelina diffusa","Commelinaceae",1,"green"
"28/06/2015","10:16:49 AM",NA,NA,"GreenScrigglyGum","8x4","Hibbertia linearis","Dilleniaceae",1,"green"
"28/06/2015","10:16:49 AM",NA,NA,"GreenScrigglyGum","8x4","Lomandra confertifolia","Asparagaceae",1,"green"
"28/06/2015","10:16:49 AM",NA,NA,"GreenScrigglyGum","8x4","Corymbia tessellaris","Myrtaceae",1,"green"
"28/06/2015","10:21:00 AM",NA,NA,"GreenScrigglyGum","8x8","Dianella caerulea","Xanthorreaceae",1,"green"
"28/06/2015","10:21:00 AM",NA,NA,"GreenScrigglyGum","8x8","Monotoca sp. Fraser Island","Ericaceae",1,"green"
"28/06/2015","10:30:25 AM",NA,NA,"GreenScrigglyGum","16x8","Casuarina glauca","Casuarinaceae",1,"green"
"28/06/2015","10:30:25 AM",NA,NA,"GreenScrigglyGum","16x8","Ricinocarpos pinifolius","Euphorbiaceae",1,"green"
"28/06/2015","10:30:25 AM",NA,NA,"GreenScrigglyGum","16x8","Corymbia intermedia","Myrtaceae",1,"green"
"28/06/2015","10:30:25 AM",NA,NA,"GreenScrigglyGum","16x8","Lepidosperma laterale","Cyperaceae",1,"green"
"28/06/2015","10:39:31 AM",NA,NA,"GreenScrigglyGum","16x16","Banksia integrifolia subsp. integrifolia","Proteaceae",1,"green"
"28/06/2015","10:39:31 AM",NA,NA,"GreenScrigglyGum","16x16","Schizaea bifida","Schizeaceae",1,"green"
"28/06/2015","10:39:31 AM",NA,NA,"GreenScrigglyGum","16x16","Schoenus brevifolius","Cyperaceae",1,"green"
"29/06/2015","10:24:18 AM",NA,NA,"Red Spider Heavan","1x1","Lomandra multiflora","Asparagaceae",1,"red"
"29/06/2015","10:24:18 AM",NA,NA,"Red Spider Heavan","1x1","Lomandra obliqua","Asparagaceae",1,"red"
"29/06/2015","10:24:18 AM",NA,NA,"Red Spider Heavan","1x1","Monotoca sp. Fraser Island","Ericaceae",1,"red"
"29/06/2015","10:32:44 AM",NA,NA,"Red Spider Heavan","2x1","Eucalyptus pilularis","Myrtaceae",1,"red"
"29/06/2015","10:32:44 AM",NA,NA,"Red Spider Heavan","2x1","Lepidosperma laterale","Cyperaceae",1,"red"
"29/06/2015","10:32:44 AM",NA,NA,"Red Spider Heavan","2x2","Pterostylis baptistii","Orchidaceae",1,"red"
"29/06/2015","10:38:01 AM",NA,NA,"Red Spider Heavan","4x2","Banksia serrata","Proteaceae",1,"red"
"29/06/2015","10:38:01 AM",NA,NA,"Red Spider Heavan","4x2","Leucopogan sp 1","Ericaceae",1,"red"
"","",NA,NA,"Red Spider Heavan","4x2","Leucopogan sp 2","Ericaceae",1,"red"
"","",NA,NA,"Red Spider Heavan","4x4","Schoenus brevifolius","Cyperaceae",1,"red"
"","",NA,NA,"Red Spider Heavan","4x4","Smilax vine","Smilacaceae",1,"red"
"","",NA,NA,"Red Spider Heavan","4x4","Hibbertia linearis","Dilleniaceae",1,"red"
"29/06/2015","10:49:51 AM",NA,NA,"Red Spider Heavan","8x4","Acacia leiocalyx","Fabaceae",1,"red"
"29/06/2015","10:49:51 AM",NA,NA,"Red Spider Heavan","8x4","Platysace lanceolata","Araliaceae",1,"red"
"29/06/2015","10:49:51 AM",NA,NA,"Red Spider Heavan","8x4","Xanthorrhoea sp.","Xanthorrhoeaceae",1,"red"
"29/06/2015","10:55:35 AM",NA,NA,"Red Spider Heavan","8x8","Endiandra sieberi","Lauraceae",1,"red"
"29/06/2015","10:55:35 AM",NA,NA,"Red Spider Heavan","8x8","Hibbertia linearis","Dilleniaceae",1,"red"
"29/06/2015","10:55:35 AM",NA,NA,"Red Spider Heavan","8x8","Pteridium esculentum","Dennstaedtiaceae",1,"red"
"29/06/2015","10:55:35 AM",NA,NA,"Red Spider Heavan","8x8","Caladenia catenata","Orchidaceae",1,"red"
"29/06/2015","11:11:37 AM",NA,NA,"Red Spider Heavan","16x8","Austromyrtus dulcis","Myrtaceae",1,"red"
"29/06/2015","11:11:37 AM",NA,NA,"Red Spider Heavan","16x8","Casuarina glauca","Casuarinaceae",1,"red"
"29/06/2015","11:11:37 AM",NA,NA,"Red Spider Heavan","16x8","Macrozamia douglasii","Zamiaceae",1,"red"
"29/06/2015","11:20:26 AM",NA,NA,"Red Spider Heavan","16x16","Acacia flavescens","Fabaceae",1,"red"
"29/06/2015","11:20:26 AM",NA,NA,"Red Spider Heavan","16x16","Boronia rosmarinifolia","Rutaceae",1,"red"
"29/06/2015","11:20:26 AM",NA,NA,"Red Spider Heavan","16x16","Leucopogan sp 3","Ericaceae",1,"red"
"30/06/2015","1:53:43 PM","","","boomanjin open tall forest burnt","1x1","Pteridium esculentum",NA,1,"yellow"
"30/06/2015","1:53:43 PM","","","boomanjin open tall forest burnt","1x1","unknown sp1",NA,1,"yellow"
"30/06/2015","1:53:43 PM","","","boomanjin open tall forest burnt","1x1","unknown sp2",NA,1,"yellow"
"30/06/2015","1:55:00 PM","","","boomanjin open tall forest burnt","2x1","Leucopogan ericoides",NA,1,"yellow"
"30/06/2015","1:55:00 PM","","","boomanjin open tall forest burnt","2x1","Lomandra obliqua",NA,1,"yellow"
"30/06/2015","1:55:00 PM","","","boomanjin open tall forest burnt","2x1","unknown sp3",NA,1,"yellow"
"30/06/2015","1:55:27 PM","","","boomanjin open tall forest burnt","2x2","Monotoca sp. Fraser Island",NA,1,"yellow"
"30/06/2015","1:57:29 PM","","","boomanjin open tall forest burnt","4x4","Casuarina glauca",NA,1,"yellow"
"30/06/2015","2:12:01 PM","","","boomanjin open tall forest burnt","8x8","Acacia leiocalyx",NA,1,"yellow"
"30/06/2015","2:12:01 PM","","","boomanjin open tall forest burnt","8x8","Banksia integrifolia subsp. integrifolia",NA,1,"yellow"
"30/06/2015","2:12:01 PM","","","boomanjin open tall forest burnt","8x8","Eucalyptus pilularis",NA,1,"yellow"
"30/06/2015","2:12:01 PM","","","boomanjin open tall forest burnt","8x8","Platysace lanceolata",NA,1,"yellow"
"30/06/2015","2:12:01 PM","","","boomanjin open tall forest burnt","8x8","Ricinocarpos pinifolius",NA,1,"yellow"
"30/06/2015","2:13:30 PM","","","boomanjin open tall forest burnt","16x8","Angophora leiocarpa",NA,1,"yellow"
"30/06/2015","2:13:30 PM","","","boomanjin open tall forest burnt","16x8","unknown sp4",NA,1,"yellow"
"30/06/2015","2:13:30 PM","","","boomanjin open tall forest burnt","16x8","unknown sp5",NA,1,"yellow"
"30/06/2015","2:17:30 PM","","","boomanjin open tall forest burnt","16x16","Acacia flavescens",NA,1,"yellow"
"30/06/2015","2:17:30 PM","","","boomanjin open tall forest burnt","16x16","Dianella caerulea",NA,1,"yellow"
