"Group","Zonal point","Intertidal zone","Tape point","Quarter","Date","Time","Longitude","Latitude","Distance from point","Height","Circumference","Average number of buds alive","Average number of leaves distorted","Average number of Mines","Average number of Galls","Average percent of leaf missing","Average number of leaves per stem","Number of stems","Week","Group color"
"yellow blue 1","Landward - Creek","Low",20,"Quarter 4","28/06/2015","10:53:26 AM",152.989433017083,-25.4488491304167,1.3,0.38,0.2,1.75,17,0,0.03125,0.0737291666666667,4.625,8,"Week 1","yellow"
"yellow blue 1","Landward - Creek","Low",90,"Quarter 1","28/06/2015","11:11:57 AM",152.98889429,-25.44840064,7,1.8,23,7.25,35,0.0803571428571428,0.025,0.172261904761905,6.25,8,"Week 1","yellow"
"atrio","Landward - Creek","High",100,"Quarter 1","2/07/2015","9:34:13 AM",152.98916339,-25.44811775,2.2,1.6,10,6.75,25,0.0416666666666667,0,0.055,6,8,"Week 2","red"
"atrio","Landward - Creek","High",100,"Quarter 4","2/07/2015","9:58:07 AM",152.98916339,-25.44811775,2.5,0.8,10,5.25,20,0.0833333333333333,0,0.0910416666666667,6,8,"Week 2","red"
"atrio","Landward - Creek","High",100,"Quarter 2","2/07/2015","9:38:07 AM",152.98912107,-25.44811827,1.2,1.7,23,4.25,25,0.0666666666666667,0.0833333333333333,0.146666666666667,6,8,"Week 2","red"
"atrio","Landward - Creek","High",100,"Quarter 3","2/07/2015","10:10:23 AM",152.98912107,-25.44811827,3.9,0.6,6.5,3.75,10,0,0,0.155416666666667,6,8,"Week 2","red"
"canon","Seaward","High",100,"Quarter 1","2/07/2015","11:10:26 AM",152.98812863,-25.447795,3,0.4,7,2.375,13,0,0.661458333333333,0.0296875,6.375,8,"Week 2","red"
"canon","Seaward","High",100,"Quarter 3","2/07/2015","11:25:53 AM",152.98812863,-25.447795,1,1.1,9,4.375,19,0.075,0.3125,0.0747083333333333,5.875,8,"Week 2","red"
"canon","Seaward","High",100,"Quarter 2","2/07/2015","11:39:35 AM",152.98812863,-25.447795,0.9,0.6,5,3,7,0.166666666666667,0.0208333333333333,0.0386904761904762,6.125,8,"Week 2","red"
"canon","Seaward","High",100,"Quarter 4","2/07/2015","11:51:49 AM",152.98812863,-25.447795,4.5,1.5,27,2.25,26,0.0625,0.0625,0.0494717261904762,6.375,8,"Week 2","red"
"kelvn","Seaward","Low",2,"Quarter 1","2/07/2015","11:17:41 AM",152.98815039,-25.44780394,3.9,4.5,118,9,37,0,0.604166666666667,0.168541666666667,6,8,"Week 2","red"
"kelvn","Seaward","Low",2,"Quarter 2","2/07/2015","11:42:38 AM",152.98815039,-25.44780394,6.9,3.5,56,8.5,43,0.0357142857142857,0.145833333333333,0.173184523809524,6.375,8,"Week 2","red"
"kelvn","Seaward","Low",2,"Quarter 3","2/07/2015","11:59:39 AM",152.98815039,-25.44780394,7.1,2,165,8.5,42,0.0208333333333333,0.110119047619048,0.0969642857142857,6.25,8,"Week 2","red"
"kelvn","Seaward","Low",2,"Quarter 4","2/07/2015","12:13:13 PM",152.98815039,-25.44780394,3.3,5.8,135,9,35,0,0.8125,0.0972916666666667,6,8,"Week 2","red"
"pactr","Seaward","Low",100,"Quarter 1","2/07/2015","11:24:24 AM",152.9878518,-25.44791176,5.2,4,45,6,47,0.0625,1.35416666666667,0.069375,6,8,"Week 2","red"
"pactr","Seaward","Low",100,"Quarter 2","2/07/2015","11:51:09 AM",152.9878518,-25.44791176,8.5,4,28,5.5,39,0.160714285714286,1.39285714285714,0.0657738095238095,6.25,8,"Week 2","red"
"pactr","Seaward","Low",100,"Quarter 4","2/07/2015","12:14:26 PM",152.9878518,-25.44791176,4,4,20,3,36,0.0625,0.4375,0.096875,6,8,"Week 2","red"
"practr","Seaward","Low",0,"Quarter 3","2/07/2015","12:05:12 PM",152.98762463,-25.44770214,6.8,3.2,89,5.25,37,0.108333333333333,0.0625,0.0509166666666667,5.875,8,"Week 2","red"
