"Date","Time","group","Transect","Zone","Points within Zone","distance on tape","Latitude","Longitude","quarter","species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"4/07/2015","1:20:28 PM","tea","Seaward","20-40m","Point 2","35.5","","","quarter 1","Rhizophora stylosa","2.6","1.7","20",""
"4/07/2015","1:21:15 PM","tea","Seaward","20-40m","Point 2","35.5","","","quarter 2","Avicennia marina","3.2","2","16",""
"4/07/2015","1:22:06 PM","tea","Seaward","20-40m","Point 2","35.5","","","quarter 3","Rhizophora stylosa","2","3","65",""
"4/07/2015","1:22:45 PM","tea","Seaward","20-40m","Point 2","35.5","","","quarter 4","Rhizophora stylosa","3","3","70",""
"4/07/2015","1:24:04 PM","tea","Seaward","40-60m","Point 1","50.2","-25.4482482","152.98745235","to next Transect point","","","","",""
"4/07/2015","1:24:34 PM","tea","Seaward","40-60m","Point 1","50.2","","","quarter 1","Rhizophora stylosa","2","1","8",""
"4/07/2015","1:25:38 PM","tea","Seaward","40-60m","Point 1","50.2","","","quarter 2","Rhizophora stylosa","1.4","1.2","8",""
"4/07/2015","1:26:45 PM","tea","Seaward","40-60m","Point 1","50.2","","","quarter 3","Avicennia marina","1.6","3","49",""
"4/07/2015","1:27:19 PM","tea","Seaward","40-60m","Point 1","50.2","","","quarter 4","Rhizophora stylosa","1.9","2","20",""
"4/07/2015","1:28:41 PM","tea","Seaward","40-60m","Point 2","57","-25.44828733","152.98751629","to next Transect point","","","","",""
"4/07/2015","1:29:52 PM","tea","Seaward","40-60m","Point 2","57","","","quarter 1","Avicennia marina","2.5","1.5","18",""
"4/07/2015","1:30:45 PM","tea","Seaward","40-60m","Point 2","57","","","quarter 2","Avicennia marina","2","2","109",""
"4/07/2015","1:31:18 PM","tea","Seaward","40-60m","Point 2","57","","","quarter 3","Avicennia marina","4.3","4.2","53",""
"4/07/2015","1:31:46 PM","tea","Seaward","40-60m","Point 2","57","","","quarter 4","Avicennia marina","5.4","2","119",""
"4/07/2015","1:39:45 PM","tea","Seaward","60-80m","Point 1","73.5","-25.44837877","152.98770852","to next Transect point","","","","",""
"4/07/2015","1:40:49 PM","tea","Seaward","60-80m","Point 1","73.5","","","quarter 1","Avicennia marina","2","0.7","26",""
"4/07/2015","1:41:29 PM","tea","Seaward","60-80m","Point 1","73.5","","","quarter 2","Rhizophora stylosa","2.2","2.7","110",""
"4/07/2015","1:42:20 PM","tea","Seaward","60-80m","Point 1","73.5","","","quarter 3","Avicennia marina","0.6","0.7","10",""
"4/07/2015","1:43:16 PM","tea","Seaward","60-80m","Point 1","73.5","","","quarter 4","Avicennia marina","1.1","1","11",""
"4/07/2015","1:43:43 PM","tea","Seaward","60-80m","Point 2","65","-25.44839447","152.98764135","to next Transect point","","","","",""
"4/07/2015","1:44:21 PM","tea","Seaward","60-80m","Point 2","65","","","quarter 1","Avicennia marina","1.2","0.3","9",""
"4/07/2015","1:44:49 PM","tea","Seaward","60-80m","Point 2","65","","","quarter 2","Avicennia marina","1","0.6","14",""
"4/07/2015","1:45:22 PM","tea","Seaward","60-80m","Point 2","65","","","quarter 3","Avicennia marina","0.7","0.4","6",""
"4/07/2015","1:45:58 PM","tea","Seaward","60-80m","Point 2","65","","","quarter 4","Avicennia marina","1.7","75","16",""
"4/07/2015","10:53:31 AM","hut","","","","","","","","","","","",""
"4/07/2015","10:56:34 AM","hut","","","","","-25.4476126","152.98937182","","","","","",""
"4/07/2015","11:01:22 AM","hut","Landward-Creek","80-100m","Point 1","1.2","-25.44759099","152.98947333","","","","","",""
"4/07/2015","11:01:57 AM","hut","Landward-Creek","80-100m","Point 1","90","-25.44759149","152.98947334","","","","","",""
"4/07/2015","11:03:19 AM","hut","Landward-Creek","80-100m","Point 1","90","-25.44760458","152.98947928","quarter 1","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:03:49 AM","hut","Landward-Creek","80-100m","Point 1","90","","","quarter 1","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:05:53 AM","hut","Landward-Creek","80-100m","Point 1","90","","","quarter 2","Osbornia octodonta","0.4","0.1","4",""
"4/07/2015","11:07:10 AM","hut","Landward-Creek","80-100m","Point 1","90","","","quarter 3","Ceriops australis","1","0.5","5.6",""
"4/07/2015","11:08:37 AM","hut","Landward-Creek","80-100m","Point 1","90","","","quarter 4","Ceriops australis","1.1","0.3","5",""
"4/07/2015","11:12:49 AM","hut","Landward-Creek","60-80m","Point 1","77","-25.44765107","152.98959288","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:14:04 AM","hut","Landward-Creek","60-80m","Point 1","77","","","quarter 1","Ceriops australis","1.2","0.6","13",""
"4/07/2015","11:15:24 AM","hut","Landward-Creek","60-80m","Point 1","77","","","quarter 2","Osbornia octodonta","0.7","0.3","5",""
"4/07/2015","11:16:08 AM","hut","Landward-Creek","60-80m","Point 1","77","","","quarter 3","Osbornia octodonta","0.4","0.4","5",""
"4/07/2015","11:17:03 AM","hut","Landward-Creek","60-80m","Point 1","77","","","quarter 4","Osbornia octodonta","0.4","0.3","3.2",""
"4/07/2015","11:18:24 AM","hut","Landward-Creek","60-80m","Point 2","65","-25.44769729","152.98969606","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:21:32 AM","hut","Landward-Creek","60-80m","Point 2","65","","","quarter 1","Avicennia marina","0.9","0.4","5",""
"4/07/2015","11:22:09 AM","hut","Landward-Creek","60-80m","Point 2","65","","","quarter 2","Ceriops australis","0.7","0.2","5.7",""
"4/07/2015","11:23:21 AM","hut","Landward-Creek","60-80m","Point 2","65","","","quarter 3","Avicennia marina","1.5","0.4","5.1",""
"4/07/2015","11:24:22 AM","hut","Landward-Creek","60-80m","Point 2","65","","","quarter 4","Ceriops australis","1.2","0.4","6",""
"4/07/2015","11:27:48 AM","hut","Landward-Creek","40-60m","Point 1","48","-25.44775071","152.9898423","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:29:51 AM","hut","Landward-Creek","40-60m","Point 1","48","","","quarter 1","Ceriops australis","0.4","0.6","8",""
"4/07/2015","11:31:14 AM","hut","Landward-Creek","40-60m","Point 1","48","","","quarter 2","Aegialitis annulata","0.4","0.6","16.9",""
"4/07/2015","11:32:25 AM","hut","Landward-Creek","40-60m","Point 1","48","","","quarter 3","Aegialitis annulata","0.8","0.5","7.4",""
"4/07/2015","11:33:14 AM","hut","Landward-Creek","40-60m","Point 1","48","","","quarter 4","Aegialitis annulata","0.4","0.5","7.2",""
"4/07/2015","11:37:40 AM","hut","Landward-Creek","20-40m","Point 1","33","-25.44780489","152.99001497","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:40:16 AM","hut","Landward-Creek","20-40m","Point 1","33","","","quarter 1","Avicennia marina","1.2","1.5","12.5",""
"4/07/2015","11:42:14 AM","hut","Landward-Creek","20-40m","Point 1","33","","","quarter 2","Aegialitis annulata","1","1.5","24.4",""
"4/07/2015","11:43:52 AM","hut","Landward-Creek","20-40m","Point 1","33","","","quarter 3","Aegialitis annulata","1","1.2","15.1",""
"4/07/2015","11:45:21 AM","hut","Landward-Creek","20-40m","Point 1","33","","","quarter 4","Rhizophora stylosa","0.7","1.3","8.4",""
"4/07/2015","11:46:36 AM","hut","Landward-Creek","20-40m","Point 2","23","-25.44781936","152.99006321","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","11:50:01 AM","hut","Landward-Creek","20-40m","Point 2","23","","","quarter 1","Rhizophora stylosa","0.7","2.2","22.2",""
"4/07/2015","11:51:06 AM","hut","Landward-Creek","20-40m","Point 2","23","","","quarter 2","Rhizophora stylosa","0.5","1.8","16.5",""
"4/07/2015","11:54:11 AM","hut","Landward-Creek","20-40m","Point 2","23","","","quarter 3","Avicennia marina","1.8","3.5","94.2",""
"4/07/2015","11:57:39 AM","hut","Landward-Creek","20-40m","Point 2","23","","","quarter 4","Rhizophora stylosa","1.6","2.1","50.9",""
"4/07/2015","12:02:08 PM","hut","Landward-Creek","0-20m","Point 1","10","-25.44779658","152.99017256","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","12:07:07 PM","hut","Landward-Creek","0-20m","Point 1","10","","","quarter 1","Avicennia marina","1.9","3.1","115.4",""
"4/07/2015","12:08:49 PM","hut","Landward-Creek","0-20m","Point 1","10","","","quarter 2","Rhizophora stylosa","152","2.8","27.6",""
"4/07/2015","12:11:36 PM","hut","Landward-Creek","0-20m","Point 1","10","","","quarter 3","Rhizophora stylosa","2.1","3","52.2",""
"4/07/2015","12:13:57 PM","hut","Landward-Creek","0-20m","Point 1","10","","","quarter 4","Avicennia marina","1.3","2.5","46.8",""
"4/07/2015","12:58:00 PM","hut","","","Point 1","10","-25.44819271","152.98776223","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","12:58:13 PM","hut","","","Point 1","10","","","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","12:58:18 PM","hut","","","Point 1","10","-25.44819507","152.98776298","to next Transect point","Ceriops australis","1.2","0.6","8.7",""
"4/07/2015","10:49:36 AM","cream","","","","","","","","","","","",""
"4/07/2015","10:50:31 AM","cream","","","","","-25.44784461","152.9894489","","","","","",""
"4/07/2015","10:50:55 AM","cream","","","","","-25.4477883","152.98943003","","","","","",""
"4/07/2015","10:51:10 AM","cream","","","","","-25.44777437","152.9894423","","","","","",""
"4/07/2015","10:58:58 AM","cream","Landward-Creek","80-100m","Point 1","95","-25.44774818","152.98931404","","","","","",""
"4/07/2015","11:02:28 AM","cream","Landward-Creek","80-100m","Point 1","95","","","quarter 1","Lumnitzera racemosa","1.5","0.5","14",""
"4/07/2015","11:03:37 AM","cream","Landward-Creek","80-100m","Point 1","95","","","quarter 2","Ceriops australis","0.8","0.2","7",""
"4/07/2015","11:04:15 AM","cream","Landward-Creek","80-100m","Point 1","95","","","quarter 3","Ceriops australis","0.7","0.4","9",""
"4/07/2015","11:04:47 AM","cream","Landward-Creek","80-100m","Point 1","95","","","quarter 4","Ceriops australis","0.5","0.3","5",""
"4/07/2015","11:07:09 AM","cream","Landward-Creek","80-100m","Point 2","86.5","-25.44784459","152.98943024","to next Transect point","","","","",""
"4/07/2015","11:08:06 AM","cream","Landward-Creek","80-100m","Point 2","86.5","","","quarter 1","Ceriops australis","0.8","0.8","44",""
"4/07/2015","11:09:11 AM","cream","Landward-Creek","80-100m","Point 2","86.5","","","quarter 2","Osbornia octodonta","1.1","0.4","5",""
"4/07/2015","11:09:33 AM","cream","Landward-Creek","80-100m","Point 2","86.5","","","quarter 3","Osbornia octodonta","0.4","0.4","3",""
"4/07/2015","11:09:59 AM","cream","Landward-Creek","80-100m","Point 2","86.5","","","quarter 4","Osbornia octodonta","0.3","0.4","3",""
"4/07/2015","11:18:03 AM","cream","Landward-Creek","60-80m","Point 1","69.1","-25.44781125","152.98942832","to next Transect point","","","","",""
"4/07/2015","11:18:53 AM","cream","Landward-Creek","60-80m","Point 1","69.1","","","quarter 1","Ceriops australis","0.8","0.2","3",""
"4/07/2015","11:20:13 AM","cream","Landward-Creek","60-80m","Point 1","69.1","","","quarter 2","Avicennia marina","0.9","0.2","10",""
"4/07/2015","11:21:09 AM","cream","Landward-Creek","60-80m","Point 1","69.1","","","quarter 3","Avicennia marina","1.6","0.4","12",""
"4/07/2015","11:21:53 AM","cream","Landward-Creek","60-80m","Point 1","69.1","","","quarter 4","Ceriops australis","0.6","0.3","5",""
"4/07/2015","11:24:54 AM","cream","Landward-Creek","40-60m","Point 1","53.2","-25.44790639","152.98954798","to next Transect point","","","","",""
"4/07/2015","11:26:04 AM","cream","Landward-Creek","40-60m","Point 1","53.2","","","quarter 1","Ceriops australis","0.4","0.5","35",""
"4/07/2015","11:26:45 AM","cream","Landward-Creek","40-60m","Point 1","53.2","","","quarter 2","Ceriops australis","0.6","0.7","15",""
"4/07/2015","11:28:33 AM","cream","Landward-Creek","40-60m","Point 1","53.2","","","quarter 3","Aegialitis annulata","0.2","0.3","10",""
"4/07/2015","11:28:59 AM","cream","Landward-Creek","40-60m","Point 1","53.2","","","quarter 4","Ceriops australis","0.2","0.4","4",""
"4/07/2015","11:29:51 AM","cream","Landward-Creek","40-60m","Point 2","46.9","-25.4479184","152.98969945","to next Transect point","","","","",""
"4/07/2015","11:30:50 AM","cream","Landward-Creek","40-60m","Point 2","46.9","","","quarter 1","Ceriops australis","0.7","0.8","32",""
"4/07/2015","11:32:04 AM","cream","Landward-Creek","40-60m","Point 2","46.9","","","quarter 2","Avicennia marina","0.7","0.8","20",""
"4/07/2015","11:32:43 AM","cream","Landward-Creek","40-60m","Point 2","46.9","","","quarter 3","Ceriops australis","0.5","0.8","18",""
"4/07/2015","11:34:22 AM","cream","Landward-Creek","40-60m","Point 2","46.9","-25.44796978","152.98975127","to next Transect point","","","","",""
"4/07/2015","11:34:41 AM","cream","Landward-Creek","40-60m","Point 2","46.9","","","quarter 4","Aegialitis annulata","0.3","0.4","6",""
"4/07/2015","11:41:33 AM","cream","Landward-Creek","20-40m","Point 1","31","-25.44792865","152.98980556","to next Transect point","","","","",""
"4/07/2015","11:42:38 AM","cream","Landward-Creek","20-40m","Point 1","31","","","quarter 1","Avicennia marina","1.6","2","34",""
"4/07/2015","11:44:29 AM","cream","Landward-Creek","20-40m","Point 1","31","","","quarter 2","Avicennia marina","0.5","1.1","11",""
"4/07/2015","11:45:30 AM","cream","Landward-Creek","20-40m","Point 1","31","","","quarter 3","Lumnitzera racemosa","1.1","0.9","23",""
"4/07/2015","11:45:49 AM","cream","Landward-Creek","20-40m","Point 1","31","","","quarter 4","Rhizophora stylosa","0.6","1.4","18",""
"4/07/2015","11:51:00 AM","cream","Landward-Creek","0-20m","Point 1","16.5","-25.44797093","152.98985623","to next Transect point","","","","",""
"4/07/2015","11:53:49 AM","cream","Landward-Creek","0-20m","Point 1","16.5","","","quarter 1","Rhizophora stylosa","0.5","0.6","5",""
"4/07/2015","11:54:36 AM","cream","Landward-Creek","0-20m","Point 1","16.5","","","quarter 2","Avicennia marina","0.7","0.6","8",""
"4/07/2015","11:55:18 AM","cream","Landward-Creek","0-20m","Point 1","16.5","","","quarter 3","Osbornia octodonta","0.5","0.8","8",""
"4/07/2015","11:56:24 AM","cream","Landward-Creek","0-20m","Point 1","16.5","","","quarter 4","Avicennia marina","1","0.6","6",""
"4/07/2015","11:57:25 AM","cream","Landward-Creek","0-20m","Point 2","7.3","-25.44801335","152.99002764","to next Transect point","","","","",""
"4/07/2015","11:58:01 AM","cream","Landward-Creek","0-20m","Point 2","7.3","","","quarter 1","Osbornia octodonta","1.1","1.2","12",""
"4/07/2015","11:58:23 AM","cream","Landward-Creek","0-20m","Point 2","7.3","","","quarter 2","Osbornia octodonta","1","1.1","12",""
"4/07/2015","11:59:15 AM","cream","Landward-Creek","0-20m","Point 2","7.3","","","quarter 3","Aegialitis annulata","0.7","0.9","16",""
"4/07/2015","12:00:20 PM","cream","Landward-Creek","0-20m","Point 2","7.3","","","quarter 4","Avicennia marina","1.7","2.3","40",""
"4/07/2015","10:55:27 AM","Pizza","","","","","","","","","","","",""
"4/07/2015","10:56:47 AM","Pizza","Landward-Creek","80-100m","Point 1","96","-25.4476748","152.98938555","","","","","",""
"4/07/2015","10:57:23 AM","Pizza","Landward-Creek","80-100m","Point 1","96","","","quarter 1","Ceriops australis","","","",""
"4/07/2015","10:58:42 AM","Pizza","Landward-Creek","80-100m","Point 1","96","","","quarter 1","Ceriops australis","0.8","0.9","16",""
"4/07/2015","10:59:59 AM","Pizza","Landward-Creek","80-100m","Point 1","96","","","quarter 2","Ceriops australis","0.8","1","12",""
"4/07/2015","11:00:29 AM","Pizza","Landward-Creek","80-100m","Point 1","96","","","quarter 3","Ceriops australis","1.2","0.7","15",""
"4/07/2015","11:01:10 AM","Pizza","Landward-Creek","80-100m","Point 1","96","","","quarter 4","Ceriops australis","0.8","1.3","24",""
"4/07/2015","11:02:20 AM","Pizza","Landward-Creek","80-100m","Point 2","84","-25.44770257","152.9894816","to next Transect point","","","","",""
"4/07/2015","11:02:58 AM","Pizza","Landward-Creek","80-100m","Point 2","84","","","quarter 1","Ceriops australis","0.9","0.7","14",""
"4/07/2015","11:04:04 AM","Pizza","Landward-Creek","80-100m","Point 2","84","","","quarter 2","Osbornia octodonta","0.6","0.4","4",""
"4/07/2015","11:05:07 AM","Pizza","Landward-Creek","80-100m","Point 2","84","","","quarter 3","Ceriops australis","1.5","1.2","70",""
"4/07/2015","11:05:37 AM","Pizza","Landward-Creek","80-100m","Point 2","84","","","quarter 4","Ceriops australis","0.6","0.6","15",""
"4/07/2015","11:06:44 AM","Pizza","Landward-Creek","60-80m","Point 1","73","-25.4477228","152.98960567","to next Transect point","","","","",""
"4/07/2015","11:07:21 AM","Pizza","Landward-Creek","60-80m","Point 1","73","","","quarter 1","Osbornia octodonta","0.7","0.5","4",""
"4/07/2015","11:10:41 AM","Pizza","Landward-Creek","60-80m","Point 1","73","","","quarter 2","Ceriops australis","0.7","0.7","34",""
"4/07/2015","11:11:32 AM","Pizza","Landward-Creek","60-80m","Point 1","73","","","quarter 3","Ceriops australis","0.9","0.3","5",""
"4/07/2015","11:12:39 AM","Pizza","Landward-Creek","60-80m","Point 1","73","","","quarter 4","Osbornia octodonta","0.1","0.2","3",""
"4/07/2015","11:13:41 AM","Pizza","Landward-Creek","40-60m","Point 1","56","-25.44777819","152.98974708","to next Transect point","","","","",""
"4/07/2015","11:14:34 AM","Pizza","Landward-Creek","40-60m","Point 1","56","","","quarter 1","Ceriops australis","0.7","0.7","19",""
"4/07/2015","11:15:40 AM","Pizza","Landward-Creek","40-60m","Point 1","56","","","quarter 2","Ceriops australis","0.5","0.7","36",""
"4/07/2015","11:16:36 AM","Pizza","Landward-Creek","40-60m","Point 1","56","","","quarter 3","Ceriops australis","0.6","0.4","6",""
"4/07/2015","11:17:07 AM","Pizza","Landward-Creek","40-60m","Point 1","56","","","quarter 4","Ceriops australis","0.5","0.4","9",""
"4/07/2015","11:20:24 AM","Pizza","Landward-Creek","40-60m","Point 2","46","-25.4477982","152.98985903","to next Transect point","","","","",""
"4/07/2015","11:21:06 AM","Pizza","Landward-Creek","40-60m","Point 2","46","","","quarter 1","Avicennia marina","0.2","0.4","9",""
"4/07/2015","11:21:51 AM","Pizza","Landward-Creek","40-60m","Point 2","46","","","quarter 2","Aegialitis annulata","0.5","0.7","19",""
"4/07/2015","11:23:10 AM","Pizza","Landward-Creek","40-60m","Point 2","46","","","quarter 3","Aegialitis annulata","0.4","0.5","8",""
"4/07/2015","11:23:57 AM","Pizza","Landward-Creek","40-60m","Point 2","46","","","quarter 4","Aegialitis annulata","0.3","0.4","11",""
"4/07/2015","11:27:25 AM","Pizza","Landward-Creek","20-40m","Point 1","34","-25.44782617","152.98993426","to next Transect point","","","","",""
"4/07/2015","11:30:04 AM","Pizza","Landward-Creek","20-40m","Point 1","34","","","quarter 1","Rhizophora stylosa","0.9","1.9","15",""
"4/07/2015","11:32:03 AM","Pizza","Landward-Creek","20-40m","Point 1","34","","","quarter 2","Rhizophora stylosa","1.1","1","12",""
"4/07/2015","11:33:56 AM","Pizza","Landward-Creek","20-40m","Point 1","34","","","quarter 3","Avicennia marina","0.7","1.1","10",""
"4/07/2015","11:35:22 AM","Pizza","Landward-Creek","20-40m","Point 1","34","","","quarter 4","Avicennia marina","1.2","0.3","12",""
"4/07/2015","11:40:57 AM","Pizza","Landward-Creek","0-20m","Point 1","10","-25.447841","152.99016608","to next Transect point","","","","",""
"4/07/2015","11:41:40 AM","Pizza","Landward-Creek","0-20m","Point 1","10","","","quarter 4","Rhizophora stylosa","0.6","1.5","28",""
"4/07/2015","11:44:20 AM","Pizza","Landward-Creek","0-20m","Point 1","10","","","quarter 1","Rhizophora stylosa","2","3.4","59",""
"4/07/2015","11:45:43 AM","Pizza","Landward-Creek","0-20m","Point 1","10","","","quarter 2","Rhizophora stylosa","1.2","2.5","51",""
"4/07/2015","11:47:16 AM","Pizza","Landward-Creek","0-20m","Point 1","10","","","quarter 4","Rhizophora stylosa","2","2.8","34",""
"4/07/2015","11:49:13 AM","Pizza","Landward-Creek","0-20m","Point 2","5","-25.44784201","152.99021251","to next Transect point","","","","",""
"4/07/2015","11:50:04 AM","Pizza","Landward-Creek","0-20m","Point 2","5","","","quarter 4","Rhizophora stylosa","0.9","1.2","27",""
"4/07/2015","11:50:37 AM","Pizza","Landward-Creek","0-20m","Point 2","5","","","quarter 1","Rhizophora stylosa","0.7","1.1","10",""
"4/07/2015","11:51:22 AM","Pizza","Landward-Creek","0-20m","Point 2","5","","","quarter 2","Rhizophora stylosa","1.5","1.7","29",""
"4/07/2015","11:52:06 AM","Pizza","Landward-Creek","0-20m","Point 2","5","","","quarter 3","Rhizophora stylosa","1.4","1.6","19",""
"4/07/2015","12:58:15 PM","Pizza","Landward-Creek","0-20m","Point 2","5","-25.44820666","152.98775481","to next exercise","","","","",""
"4/07/2015","12:58:50 PM","Pizza","Landward-Creek","0-20m","Point 2","5","","","to next exercise","","","","",""
"4/07/2015","12:59:00 PM","Pizza","Landward-Creek","0-20m","Point 2","5","-25.4482082","152.9877561","to next exercise","","","","",""
"4/07/2015","10:49:35 AM","ice","","","","","","","","","","","",""
"4/07/2015","10:52:37 AM","ice","Landward-Creek","0-20m","Point 1","79","-25.44780668","152.98949019","","","","","",""
"4/07/2015","10:56:27 AM","ice","Landward-Creek","80-100m","Point 1","92","-25.44776696","152.98937509","","","","","",""
"4/07/2015","11:00:36 AM","ice","Landward-Creek","80-100m","Point 1","92","","","quarter 1","Ceriops australis","0.8","0.5","9",""
"4/07/2015","11:02:32 AM","ice","Landward-Creek","80-100m","Point 1","92","-25.44775959","152.98936004","quarter 2","Ceriops australis","1","1","11",""
"4/07/2015","11:03:14 AM","ice","Landward-Creek","80-100m","Point 1","92","","","quarter 3","Ceriops australis","0.9","0.7","6",""
"4/07/2015","11:04:24 AM","ice","Landward-Creek","80-100m","Point 1","92","","","quarter 4","Ceriops australis","1","0.5","5",""
"4/07/2015","11:06:07 AM","ice","Landward-Creek","60-80m","Point 1","78","-25.44780686","152.98951997","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:07:01 AM","ice","Landward-Creek","60-80m","Point 1","78","","","quarter 1","Ceriops australis","0.8","0.5","4",""
"4/07/2015","11:08:00 AM","ice","Landward-Creek","60-80m","Point 1","78","","","quarter 2","Ceriops australis","0.7","0.3","4",""
"4/07/2015","11:09:35 AM","ice","Landward-Creek","60-80m","Point 1","78","","","quarter 3","Osbornia octodonta","0.5","0.3","4",""
"4/07/2015","11:10:46 AM","ice","Landward-Creek","60-80m","Point 1","78","","","quarter 4","Ceriops australis","0.7","0.6","5",""
"4/07/2015","11:12:04 AM","ice","Landward-Creek","60-80m","Point 2","65","-25.44782597","152.98959783","to next exercise","Ceriops australis","1","1","11",""
"4/07/2015","11:15:33 AM","ice","Landward-Creek","60-80m","Point 2","65","","","quarter 1","Avicennia marina","1.9","0.5","16",""
"4/07/2015","11:17:11 AM","ice","Landward-Creek","60-80m","Point 2","65","","","quarter 2","Avicennia marina","1.2","0.3","3",""
"4/07/2015","11:18:58 AM","ice","Landward-Creek","60-80m","Point 2","65","","","quarter 3","Avicennia marina","1.6","0.3","15",""
"4/07/2015","11:20:09 AM","ice","Landward-Creek","60-80m","Point 2","65","","","quarter 4","Ceriops australis","1.7","0.7","15",""
"4/07/2015","11:21:34 AM","ice","Landward-Creek","40-60m","Point 1","48","-25.44791156","152.98974938","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:23:48 AM","ice","Landward-Creek","40-60m","Point 1","48","","","quarter 1","Rhizophora stylosa","0.5","0.7","6",""
"4/07/2015","11:25:40 AM","ice","Landward-Creek","40-60m","Point 1","48","","","quarter 2","Avicennia marina","0.8","0.7","12",""
"4/07/2015","11:27:58 AM","ice","Landward-Creek","40-60m","Point 1","48","","","quarter 3","Ceriops australis","1.2","0.5","11",""
"4/07/2015","11:29:12 AM","ice","Landward-Creek","40-60m","Point 1","48","","","quarter 4","Ceriops australis","0.7","1","15",""
"4/07/2015","11:32:02 AM","ice","Landward-Creek","20-40m","Point 1","36","-25.447937","152.98987063","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:32:53 AM","ice","Landward-Creek","20-40m","Point 1","36","","","quarter 1","Rhizophora stylosa","1","1","10",""
"4/07/2015","11:35:13 AM","ice","Landward-Creek","20-40m","Point 1","36","","","quarter 2","Avicennia marina","0.8","2","15",""
"4/07/2015","11:38:47 AM","ice","Landward-Creek","20-40m","Point 1","36","","","quarter 3","Rhizophora stylosa","0.8","0.8","13",""
"4/07/2015","11:40:46 AM","ice","Landward-Creek","20-40m","Point 1","36","","","quarter 4","Rhizophora stylosa","1.3","1.8","17",""
"4/07/2015","11:43:40 AM","ice","Landward-Creek","20-40m","Point 2","32","-25.44796902","152.98990604","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:46:33 AM","ice","Landward-Creek","20-40m","Point 2","32","","","quarter 1","Avicennia marina","1.6","1.4","23",""
"4/07/2015","11:46:57 AM","ice","Landward-Creek","0-20m","Point 1","32","-25.4479433","152.98991575","to next Transect point","Ceriops australis","1","1","11",""
