Date,Time,Group name, Quadrat size,Vegetation type,data entry,Quadrat #,Tallest tree,foliage cover,ground cover,litter depth,DBH,small trees,Latitude,Longitude,Shrub size,Shrub count,DBH>10,Acacia,Angophora,Araucaria,Banksia,Callitris,Casuarina,Eucalyptus,Lophostemon,Melaleuca,Syncarpia,Spider Hole
28/06/2015,5:58:27 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,15
28/06/2015,5:58:30 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,5:58:33 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,27
28/06/2015,5:58:35 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,32
28/06/2015,5:58:39 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,5:58:50 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,15
28/06/2015,5:58:53 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,28
28/06/2015,5:58:55 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,25
28/06/2015,5:58:57 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,40
28/06/2015,5:58:59 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,5:59:05 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,28
28/06/2015,5:59:07 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,5:59:16 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,5:59:21 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,5:59:24 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,15
28/06/2015,5:59:25 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,5:59:28 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,5:59:30 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,10
28/06/2015,5:59:34 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,34
28/06/2015,5:59:36 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,35
28/06/2015,6:00:08 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,15
28/06/2015,6:00:13 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,8
28/06/2015,6:00:16 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,10
28/06/2015,6:00:18 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,25
28/06/2015,6:00:20 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,18
28/06/2015,6:00:22 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,35
28/06/2015,6:00:46 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,17
28/06/2015,6:00:49 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,24
28/06/2015,6:00:52 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,25
28/06/2015,6:01:04 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,15
28/06/2015,6:01:08 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,35
28/06/2015,6:01:11 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,6:01:13 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,6:01:15 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,6:01:18 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,27
28/06/2015,6:01:25 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,20
28/06/2015,6:01:28 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,6:01:30 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,6:01:32 PM,green spider heaven,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,30
28/06/2015,6:04:22 PM,green spider heaven,20x20m,,Dominant Trees,,8,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,
28/06/2015,6:05:09 PM,green spider heaven,20x20m,,Vegetation Assessment,1,,55,45,18,,,,,,,,,,,,,,,,,,
28/06/2015,6:05:58 PM,green spider heaven,20x20m,,Vegetation Assessment,2,,65,25,14,,,,,,,,,,,,,,,,,,
28/06/2015,6:06:18 PM,green spider heaven,20x20m,,Vegetation Assessment,3,,66,5,20,,,,,,,,,,,,,,,,,,
28/06/2015,6:06:37 PM,green spider heaven,20x20m,,Vegetation Assessment,4,,55,19,14,,,,,,,,,,,,,,,,,,
28/06/2015,6:08:12 PM,green spider heaven,20x20m,,Shrubs,,,,,,,,,,2-8m,88,,,,,,,,,,,,
28/06/2015,6:08:29 PM,green spider heaven,20x20m,,Count small trees (trunk<10cms),,,,,,,80,,,,,,,,,,,,,,,,
28/06/2015,6:09:05 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,36,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:10 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,49,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:13 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,41,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:15 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,33,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:18 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,35,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:23 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,46,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:25 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,35,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:28 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,44,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:30 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,35,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:33 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,51,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:35 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,47,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:38 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,32,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:41 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,45,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:44 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,43,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:47 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,32,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:09:50 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,41,,,,,,Casuarina,,,,,,,,,,,
28/06/2015,6:10:18 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,48,,,,,,Ericaceae,,,,,,,,,,,
28/06/2015,6:10:30 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,45,,,,,,Ericaceae,,,,,,,,,,,
28/06/2015,6:10:32 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,38,,,,,,Ericaceae,,,,,,,,,,,
28/06/2015,6:10:35 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,36,,,,,,Ericaceae,,,,,,,,,,,
28/06/2015,6:10:51 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,157,,,,,,Syncarpia,,,,,,,,,,,
28/06/2015,6:10:56 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,32,,,,,,Syncarpia,,,,,,,,,,,
28/06/2015,6:11:06 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,149,,,,,,Eucalyptus,,,,,,,,,,,
28/06/2015,6:11:10 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,150,,,,,,Eucalyptus,,,,,,,,,,,
28/06/2015,6:11:12 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,40,,,,,,Eucalyptus,,,,,,,,,,,
28/06/2015,6:11:15 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,42,,,,,,Eucalyptus,,,,,,,,,,,
28/06/2015,6:11:18 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,42,,,,,,Eucalyptus,,,,,,,,,,,
28/06/2015,6:11:45 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,86,,,,,,Banksia,,,,,,,,,,,
28/06/2015,6:11:49 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,114,,,,,,Banksia,,,,,,,,,,,
28/06/2015,6:11:56 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,163,,,,,,Banksia,,,,,,,,,,,
28/06/2015,6:12:01 PM,green spider heaven,20x20m,,DBH when trunk >10cms,,,,,,88,,,,,,Banksia,,,,,,,,,,,
