"Date","Time","Longitude","Latitude","Group","Quadrat size","Vegetation type","Quadrat #","Tallest tree","Foliage cover","Ground cover","Litter depth","Small trees","Shrub size","Shrub count","Spider Hole","Tree Species Name","Tree Species DBH","Acacia Dominant","Angophora Dominant","Araucaria Dominant","Banksia Dominant","Callitris Dominant","Casuarina Dominant","Eucalyptus Dominant","Lophostemon Dominant","Melaleuca Dominant","Syncarpia Dominant"
"28/06/2015","11:11:09 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",39,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:11:23 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Banksia",46,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:11:52 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Banksia",99,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:12:16 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",105,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:12:44 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",140,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:13:16 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"",69,0,0,0,0,0,0,0,0,0,0
"28/06/2015","11:13:54 AM",NA,NA,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus",60,0,0,0,0,0,0,0,0,0,0
"28/06/2015","2:58:52 PM",153.06755056,-25.55725127,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","2:59:34 PM",153.06756915,-25.55723469,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","3:07:55 PM",153.06645898,-25.55731954,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","3:09:40 PM",153.06643483,-25.55732534,"green scribbly gum","20x20m","",0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","1:59:47 PM",NA,NA,"yellow","10x10m","",1,20,0.15,0.05,10,NA,"2-8m",NA,NA,"",NA,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:01:20 PM",NA,NA,"yellow","10x10m","",2,20,0.35,0.02,8,NA,"2-8m",NA,NA,"",NA,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:02:26 PM",NA,NA,"yellow","10x10m","",3,20,0.02,0.03,15,NA,"2-8m",NA,NA,"",NA,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:03:37 PM",NA,NA,"yellow","10x10m","",4,20,0.5,0.07,10,NA,"2-8m",NA,NA,"",NA,0,0,0,1,0,0,1,0,0,0
"28/06/2015","10:38:40 AM",NA,NA,"green scribbly gum","20x20m","",1,NA,0.48,0.85,5,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","10:42:01 AM",NA,NA,"green scribbly gum","20x20m","",2,NA,0.55,0.7,4,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","10:45:47 AM",NA,NA,"green scribbly gum","20x20m","",3,NA,0.6,0.75,10,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","10:47:35 AM",NA,NA,"green scribbly gum","20x20m","",4,NA,0.65,0.55,12,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,0,0,0,0
"28/06/2015","2:03:19 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Eucalyptus",150,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:06:24 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Banksia",89,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:07:16 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Callitris",111,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:07:51 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Banksia",65,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:08:09 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Eucalyptus",84,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:09:10 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Eucalyptus",51,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:09:21 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Banksia",53,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:10:44 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Eucalyptus",41,0,0,0,1,0,0,1,0,0,0
"28/06/2015","2:11:14 PM",NA,NA,"yellow","10x10m","",0,20,NA,NA,NA,NA,"2-8m",NA,NA,"Banksia",108,0,0,0,1,0,0,1,0,0,0
