"Date","Time","Longitude","Latitude","Group","Quadrat size","Vegetation type","Quadrat #","Tallest tree","Foliage cover","Ground cover","Litter depth","Small trees","Shrub size","Shrub count","Spider Hole","Tree Species Name","Tree Species DBH","Acacia Dominant","Angophora Dominant","Araucaria Dominant","Banksia Dominant","Callitris Dominant","Casuarina Dominant","Eucalyptus Dominant","Lophostemon Dominant","Melaleuca Dominant","Syncarpia Dominant"
"28/06/2015","6:11:10 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Eucalyptus",150,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:12 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Eucalyptus",40,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:15 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Eucalyptus",42,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:18 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Eucalyptus",42,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:45 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Banksia",86,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:49 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Banksia",114,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:11:56 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Banksia",163,0,0,0,1,0,1,1,0,0,0
"28/06/2015","6:12:01 PM",NA,NA,"green spider heaven","20x20m",NA,0,8,NA,NA,NA,NA,"2-8m",NA,25,"Banksia",88,0,0,0,1,0,1,1,0,0,0
"28/06/2015","10:45:29 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",149,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:46:57 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Banksia",43,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:49:02 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",54,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:49:36 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Banksia",31,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:50:12 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",137,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:08:29 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",129,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:09:07 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Ericaceae",42,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:09:58 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",54,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:10:45 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Ericaceae",39,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:11:09 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",39,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:11:23 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Banksia",46,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:11:52 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Banksia",99,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:12:16 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",105,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:12:44 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",140,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:13:16 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Ericaceae",69,0,0,0,0,0,0,1,0,0,0
"28/06/2015","11:13:54 AM",NA,NA,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"Eucalyptus",60,0,0,0,0,0,0,1,0,0,0
"28/06/2015","2:58:52 PM",153.0675506,-25.55725127,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","2:59:34 PM",153.0675692,-25.55723469,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","3:07:55 PM",153.066459,-25.55731954,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","3:09:40 PM",153.0664348,-25.55732534,"green scribbly gum","20x20m",NA,0,9,NA,NA,NA,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:38:40 AM",NA,NA,"green scribbly gum","20x20m",NA,1,9,0.48,0.85,5,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:42:01 AM",NA,NA,"green scribbly gum","20x20m",NA,2,9,0.55,0.7,4,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:45:47 AM",NA,NA,"green scribbly gum","20x20m",NA,3,9,0.6,0.75,10,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
"28/06/2015","10:47:35 AM",NA,NA,"green scribbly gum","20x20m",NA,4,9,0.65,0.55,12,NA,"0-2m",NA,1,"",NA,0,0,0,0,0,0,1,0,0,0
