Date,Time,Group name, Quadrat size,Vegetation type,data entry,Quadrat #,Tallest tree,foliage cover,ground cover,litter depth,DBH,small trees,Latitude,Longitude,Shrub size,Shrub count,DBH>10,Acacia,Angophora,Araucaria,Banksia,Callitris,Casuarina,Eucalyptus,Lophostemon,Melaleuca,Syncarpia,Spider Hole
30/06/2015,12:05:18 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,38,,,,,,Casuarina,,,,,,,,,,,
30/06/2015,12:05:20 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,32,,,,,,Casuarina,,,,,,,,,,,
30/06/2015,12:05:23 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,48,,,,,,Casuarina,,,,,,,,,,,
30/06/2015,12:05:43 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,207,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,12:05:48 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,78,,,,,,Casuarina,,,,,,,,,,,
30/06/2015,12:05:56 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,58,,,,,,Casuarina,,,,,,,,,,,
30/06/2015,12:06:01 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,98,,,,,,Banksia,,,,,,,,,,,
30/06/2015,12:06:05 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,77,,,,,,Banksia,,,,,,,,,,,
30/06/2015,12:06:11 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,31,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,12:06:42 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,244,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,12:06:47 PM,Yellow group spider heaven,20x20m,,DBH when trunk >10cms,,,,,,72,,,,,,Banksia,,,,,,,,,,,
30/06/2015,12:07:53 PM,Yellow group spider heaven,20x20m,,Dominant Trees,,25,,,,,,-25.57387527,153.0737532,,,,,,,TRUE,,TRUE,TRUE,,,TRUE,
30/06/2015,8:45:23 AM,green,,,,,,,,,,,-25.4594343,153.0164206,,,,,,,,,,,,,,
30/06/2015,8:47:40 AM,green,10x10m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,0
30/06/2015,8:48:53 AM,green,10x10m,,DBH when trunk >10cms,,,,,,72,,,,,,Callitris,,,,,,,,,,,
30/06/2015,8:49:12 AM,green,10x10m,,DBH when trunk >10cms,,,,,,61.7,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,8:49:55 AM,green,10x10m,,DBH when trunk >10cms,,,,,,78,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,8:50:31 AM,green,10x10m,,DBH when trunk >10cms,,,,,,96,,,,,,Callitris,,,,,,,,,,,
30/06/2015,8:50:35 AM,green,10x10m,,DBH when trunk >10cms,,,,,,78,,,,,,Callitris,,,,,,,,,,,
30/06/2015,8:50:41 AM,green,10x10m,,DBH when trunk >10cms,,,,,,81,,,,,,Callitris,,,,,,,,,,,
30/06/2015,8:51:39 AM,green,10x10m,,DBH when trunk >10cms,,,,,,52,,,,,,Banksia,,,,,,,,,,,
30/06/2015,8:51:43 AM,green,10x10m,,DBH when trunk >10cms,,,,,,54,,,,,,Banksia,,,,,,,,,,,
30/06/2015,8:51:46 AM,green,10x10m,,DBH when trunk >10cms,,,,,,74,,,,,,Banksia,,,,,,,,,,,
30/06/2015,8:51:50 AM,green,10x10m,,DBH when trunk >10cms,,,,,,81,,,,,,Callitris,,,,,,,,,,,
30/06/2015,8:51:56 AM,green,10x10m,,DBH when trunk >10cms,,,,,,95,,,,,,Eucalyptus,,,,,,,,,,,
30/06/2015,8:52:04 AM,green,10x10m,,DBH when trunk >10cms,,,,,,67,,,,,,Banksia,,,,,,,,,,,
30/06/2015,8:52:24 AM,green,10x10m,,DBH when trunk >10cms,,,,,,64,,,,,,Banksia,,,,,,,,,,,
30/06/2015,8:57:56 AM,green,10x10m,,Vegetation Assessment,1,,65,15,15,,,,,,,,,,,,,,,,,,
30/06/2015,8:59:47 AM,green,10x10m,,Vegetation Assessment,2,,55,15,15,,,,,,,,,,,,,,,,,,
30/06/2015,9:00:53 AM,green,10x10m,,Vegetation Assessment,3,,45,45,15,,,,,,,,,,,,,,,,,,
30/06/2015,9:01:23 AM,green,10x10m,,Vegetation Assessment,4,,60,40,15,,,,,,,,,,,,,,,,,,
30/06/2015,9:02:10 AM,green,10x10m,,Dominant Trees,,13,,,,,,-25.45941349,153.0164707,,,,,,,,,,TRUE,,,,
30/06/2015,9:06:59 AM,green,10x10m,,Shrubs,,,,,,,,,,0-2m,65,,,,,,,,,,,,
30/06/2015,9:07:08 AM,green,10x10m,,Count small trees (trunk<10cms),,,,,,,80,,,,,,,,,,,,,,,,
